"","Lineage_Name","site","n_sites","n_bird_individuals","n_status","riqueza","n_biomas","n_regioes"
"462","CHACAM03","Sfr1",1,1,1,1,1,1
"463","CHCAM01","Jequitinhonha",1,1,1,1,1,1
"464","CHLAEN01","Rond3",1,1,1,1,1,1
"465","CHLAME01","Pan2",1,1,1,1,1,1
"466","CHLIND01","Gui1",1,1,1,1,1,1
"467","CHLOP01","Henri_Pittier_National_Park",1,1,1,1,1,1
"468","CHLOP01","Hunuco",1,1,1,1,1,1
"469","CHLOPH01","Hual1",1,1,1,1,1,1
"470","CHLSPI01","Hual5",1,1,1,1,1,1
"471","CHLSPI02","Hual5",1,1,1,1,1,1
"472","CLAPRE01","Rond5",1,1,1,1,1,1
"473","CMV-2012haplotypeH2","Mata_Seca",1,1,1,1,1,1
"474","COECOE01","Hual4",1,1,1,1,1,1
"475","COHEL01","Monteredondo_station",1,1,1,1,1,1
"476","COLBUC01","Pan1",1,1,1,1,1,1
"477","COLIN01","Caratinga",1,1,1,1,1,1
"478","COLIN05","Aracruz",1,1,1,1,1,1
"479","COLIN05","Jequitinhonha",1,1,1,1,1,1
"480","COLIN06","Nova_Lima",1,1,1,1,1,1
"481","COLIN07","Nova_Lima",1,1,1,1,1,1
"482","COLIN09","Nova_Lima",1,1,1,1,1,1
"483","COLIN15","Nova_Lima",1,1,1,1,1,1
"484","COLIN16","Nova_Lima",1,1,1,1,1,1
"485","COLIV03","Sao_Paulo_Zoo",1,1,1,1,1,1
"486","COLIV06","Sao_Paulo_Zoo",1,1,1,1,1,1
"487","COLL4","Cha1",1,1,1,1,1,1
"488","COLL4","Gra1",1,1,1,1,1,1
"489","COLPAS03","Cha1",1,1,1,1,1,1
"490","COLPAS04","Bel1",1,1,1,1,1,1
"491","COLPAS04","Ime1",1,1,1,1,1,1
"492","COLPAS04","Pan1",1,1,1,1,1,1
"493","COLPAS06","Bel1",1,1,1,1,1,1
"494","COLPIC01","Esp1",1,1,1,1,1,1
"495","COLPIC01","Gra1",1,1,1,1,1,1
"496","COLPIC01","Mil1",1,1,1,1,1,1
"497","COLPLU01","Sfr1",1,1,1,1,1,1
"498","COLPLU02","Hual5",1,1,1,1,1,1
"499","COLSQU04","Mil1",1,1,1,1,1,1
"500","COLSU04","Mil1",1,1,1,1,1,1
"501","COLTAL01","Mil1",1,1,1,1,1,1
"502","COLTAL02","Pan2",1,1,1,1,1,1
"503","COMEL01","Caratinga",1,1,1,1,1,1
"504","COMEL01","Salto_da_Divisa",1,1,1,1,1,1
"505","CONAUR01","Xing1",1,1,1,1,1,1
"506","CONCAS01","Hual4",1,1,1,1,1,1
"507","CONCAS01","Hual5",1,1,1,1,1,1
"508","COPIL01","Brasilandia_de_Minas",1,1,1,1,1,1
"509","COPIL01","Mata_Seca",1,1,1,1,1,1
"510","COQUI05","Sao_Paulo_Zoo",1,1,1,1,1,1
"511","CORCUC01","Esp1",1,1,1,1,1,1
"512","CORPIL03","ESEC-Serra_Negra_do_Norte/RN",1,1,1,1,1,1
"513","CORPIL03","Ser1",1,1,1,1,1,1
"514","CORPIL06","Ser1",1,1,1,1,1,1
"515","CORPIL07","Ser1",1,1,1,1,1,1
"516","CORPIL09","Ser1",1,1,1,1,1,1
"517","CORPIL11","Ser1",1,1,1,1,1,1
"518","CORPIL14","Ser1",1,1,1,1,1,1
"519","COSQU01","Bocaiuva",1,1,1,1,1,1
"520","COSQU01","Brasilandia_de_Minas",1,1,1,1,1,1
"521","COSQU02","Mata_Seca",1,1,1,1,1,1
"522","COSQU03","Mata_Seca",1,1,1,1,1,1
"523","COSQU04","Mata_Seca",1,1,1,1,1,1
"524","COTAL01","Manga",1,1,1,1,1,1
"525","CPCT57","CLBI-Parnamirim/RN",1,1,1,1,1,1
"526","CRAVUL01","RondIL",1,1,1,1,1,1
"527","CREFUR01","Atol_das_Rocas",1,1,1,1,1,1
"528","CREFUR01","Espanola",1,1,1,1,1,1
"529","CREFUR01","Sao_Pedro_and_Sao_Paulo_Archip.",1,1,1,1,1,1
"530","CRYUND01","Pan2",1,1,1,1,1,1
"531","CYACYA01","Rond2",1,1,1,1,1,1
"532","CYACYA03","Ina2",1,1,1,1,1,1
"533","CYACYA04","Rond3",1,1,1,1,1,1
"534","CYCGUJ01","Gra1",1,1,1,1,1,1
"535","CYCYA01","Ina3",1,1,1,1,1,1
"536","CYCYA01","Mil1",1,1,1,1,1,1
"537","CYCYA01","Purus-Madeira",1,1,1,1,1,1
"538","CYCYA01","Tap1",1,1,1,1,1,1
"539","CYCYA01","Tap2",1,1,1,1,1,1
"540","CYCYA01","Xing1",1,1,1,1,1,1
"541","CYCYAN01","Rond5",1,1,1,1,1,1
"542","CYPHIR01","Bra1",1,1,1,1,1,1
"543","CYPHIR03","Gra1",1,1,1,1,1,1
"544","DENAUT01","Casanare",1,1,1,1,1,1
"545","DENAUT01","Praia_do_Meio",1,1,1,1,1,1
"546","DENCER01","Tap2",1,1,1,1,1,1
"547","DENCER02","Mil1",1,1,1,1,1,1
"548","DENCER02","RondIL",1,1,1,1,1,1
"549","DENFUL01","Rond1",1,1,1,1,1,1
"550","DENFUL01","Rond2",1,1,1,1,1,1
"551","DENFUL02","Gui2",1,1,1,1,1,1
"552","DENMER01","Ina1",1,1,1,1,1,1
"553","DENMER01","Ina2",1,1,1,1,1,1
"554","DENMER02","Ina3",1,1,1,1,1,1
"555","DENMER02","Xing1",1,1,1,1,1,1
"556","DENPET03","Aracruz",1,1,1,1,1,1
"557","DENPET03","Bocaiuva",1,1,1,1,1,1
"558","DENPET03","Caceres",1,1,1,1,1,1
"559","DENPET03","Caratinga",1,1,1,1,1,1
"560","DENPET03","Cha1",1,1,1,1,1,1
"561","DENPET03","Ina2",1,1,1,1,1,1
"562","DENPET03","Manga",1,1,1,1,1,1
"563","DENPET03","Nat1",1,1,1,1,1,1
"564","DENPET03","Palmas",1,1,1,1,1,1
"565","DENPET03","Praia_do_Meio",1,1,1,1,1,1
"566","DENPET03","Salto_da_Divisa",1,1,1,1,1,1
"567","DENPET03","Sfr1",1,1,1,1,1,1
"568","DENPET03","Xing1",1,1,1,1,1,1
"569","DENVID01","Sao_Paulo_Zoo",1,1,1,1,1,1
"570","DENVID01","Xing1",1,1,1,1,1,1
"571","DENVID02","Sao_Paulo_Zoo",1,1,1,1,1,1
"572","DETPET03","Mic1",1,1,1,1,1,1
"573","DICCIN01","Rond1",1,1,1,1,1,1
"574","DIGCAE01","Hual3",1,1,1,1,1,1
"575","DIGCYA02","Cerro_Bosco",1,1,1,1,1,1
"576","DIGCYA02","Tapichalaca",1,1,1,1,1,1
"577","DIGCYA03","Bellavista",1,1,1,1,1,1
"578","DIGCYA04","Cerro_Bosco",1,1,1,1,1,1
"579","DIGCYA05","Cerro_Bosco",1,1,1,1,1,1
"580","DIGCYA06","Guandera",1,1,1,1,1,1
"581","DIGCYA07","Guandera",1,1,1,1,1,1
"582","DIGCYA08","Bosque_Palacio",1,1,1,1,1,1
"583","DIGLAF01","El_Bosque",1,1,1,1,1,1
"584","DIGLAF01","Monteredondo_station",1,1,1,1,1,1
"585","DIGLAF01","Sierra_Nevada_de_Santa_Marta",1,1,1,1,1,1
"586","DIGLAF02","Monteredondo_station",1,1,1,1,1,1
"587","DIXPIP01","Gui1",1,1,1,1,1,1
"588","DYSMEN01","Bel1",1,1,1,1,1,1
"589","DYSMEN03","Hual4",1,1,1,1,1,1
"590","DYSMEN04","Hual4",1,1,1,1,1,1
"591","DYSMEN04","Hual5",1,1,1,1,1,1
"592","ELACHI01","Ser1",1,1,1,1,1,1
"593","ELAFLA01","Gui2",1,1,1,1,1,1
"594","ELALB01","Sooretama",1,1,1,1,1,1
"595","ELALBO01","Brasilandia_de_Minas",1,1,1,1,1,1
"596","ELASPE01","Esp1",1,1,1,1,1,1
"597","EMPOBE02","Gra1",1,1,1,1,1,1
"598","EMPOBE02","Parque_Nacional_de_Brasí_lia",1,1,1,1,1,1
"599","EMPVAR01","Ser1",1,1,1,1,1,1
"600","ENTLEU01","Hual1",1,1,1,1,1,1
"601","EUCHL01","Bocaiuva",1,1,1,1,1,1
"602","EUMIN01","Mic1",1,1,1,1,1,1
"603","EUMIN01","Pan2",1,1,1,1,1,1
"604","EUPMAC01","Mic1",1,1,1,1,1,1
"605","EUTAQU01","Cumanda",1,1,1,1,1,1
"606","EUTAQU01","Maizal",1,1,1,1,1,1
"607","EUTAQU01","Nueva_Alianza",1,1,1,1,1,1
"608","EUVIO01","Salto_da_Divisa",1,1,1,1,1,1
"609","EUXAN01","Wisui",1,1,1,1,1,1
"610","FOCOL01","Xing1",1,1,1,1,1,1
"611","FOCOL02","Sooretama",1,1,1,1,1,1
"612","FOGRI01","CLBI-Parnamirim/RN",1,1,1,1,1,1
"613","FOLEU01","Manga",1,1,1,1,1,1
"614","FOLEU01","Salto_da_Divisa",1,1,1,1,1,1
"615","FOMEL01","Bocaiuva",1,1,1,1,1,1
"616","FOMEL02","Mata_Seca",1,1,1,1,1,1
"617","FOMEL03","Mata_Seca",1,1,1,1,1,1
"618","FOMEL04","CLBI-Parnamirim/RN",1,1,1,1,1,1
"619","FORANA01","Henri_Pittier_National_Park",1,1,1,1,1,1
"620","FORCOL01","Rond1",1,1,1,1,1,1
"621","FORCOL02","Gui1",1,1,1,1,1,1
"622","FORCOL03","Gui1",1,1,1,1,1,1
"623","FORCOL04","Gui1",1,1,1,1,1,1
"624","FORCOL05","Ina1",1,1,1,1,1,1
"625","FORCOL08","Ina3",1,1,1,1,1,1
"626","FORGRI01","Bel1",1,1,1,1,1,1
"627","FORGRI03","Bel1",1,1,1,1,1,1
"628","FOSER01","Bocaiuva",1,1,1,1,1,1
"629","FOSER01","Ser1",1,1,1,1,1,1
"630","FRAG15","Base_UFMT",1,1,1,1,1,1
"631","FULEU01","Salto_da_Divisa",1,1,1,1,1,1
"632","FURLEU01","Aiu1",1,1,1,1,1,1
"633","FURLEU01","Bra1",1,1,1,1,1,1
"634","FURLEU01","Cha1",1,1,1,1,1,1
"635","FURLEU01","Gra1",1,1,1,1,1,1
"636","FURLEU01","Gui2",1,1,1,1,1,1
"637","FURLEU01","Jau1",1,1,1,1,1,1
"638","FURLEU01","Mil1",1,1,1,1,1,1
"639","FURLEU01","Rond3",1,1,1,1,1,1
"640","FURLEU01","Ser1",1,1,1,1,1,1
"641","FURLEU01","Sta1",1,1,1,1,1,1
"642","FURLEU02","Mil1",1,1,1,1,1,1
"643","FURUF01","Brasilandia_de_Minas",1,1,1,1,1,1
"644","GALALB01","Gui1",1,1,1,1,1,1
"645","GALCYA01","Rond1",1,1,1,1,1,1
"646","GALCYA02","Ina1",1,1,1,1,1,1
"647","GALCYA02","Ina3",1,1,1,1,1,1
"648","GALCYA02","Rond1",1,1,1,1,1,1
"649","GALCYA04","Rond1",1,1,1,1,1,1
"650","GALLUS01","Bocaiuva",1,1,1,1,1,1
"651","GALLUS01","Felixlandia",1,1,1,1,1,1
"652","GALLUS01","Manga",1,1,1,1,1,1
"653","GEOFRE01","Hual5",1,1,1,1,1,1
"654","GEOFUL01","Isla_Machena",1,1,1,1,1,1
"655","GEOMON01","Ina1",1,1,1,1,1,1
"656","GEOTRI01","Ucumari_NP,_La_Pastora",1,1,1,1,1,1
"657","GEOTRI02","Hual1",1,1,1,1,1,1
"658","GEOTRY01","Tap1",1,1,1,1,1,1
"659","GEOTRY01","Tap2",1,1,1,1,1,1
"660","GEOTRY01","Wisui",1,1,1,1,1,1
"661","GLAHIR01","Mic1",1,1,1,1,1,1
"662","GLAHIR03","Mic1",1,1,1,1,1,1
"663","GLAHIR04","Mic1",1,1,1,1,1,1
"664","GLYSPI01","Cumanda",1,1,1,1,1,1
"665","GLYSPI02","Cumanda",1,1,1,1,1,1
"666","GLYSPI03","Rond1",1,1,1,1,1,1
"667","GLYSPI04","Ime1",1,1,1,1,1,1
"668","GLYSPI05","Ina2",1,1,1,1,1,1
"669","GRAGUA01","Hual5",1,1,1,1,1,1
"670","GRAQUI01","Otun_Lagoon",1,1,1,1,1,1
"671","GRAQUI02","Otun_Lagoon",1,1,1,1,1,1
"672","GRARUF01","Chingaza_NNP,_Palacio_Forest",1,1,1,1,1,1
"673","GRARUF02","Chingaza_NNP,_Palacio_Forest",1,1,1,1,1,1
"674","GRW04","Campo_Grande",1,1,1,1,1,1
"675","GRW04","Gualeguaychu",1,1,1,1,1,1
"676","GRW04","Uberlandia",1,1,1,1,1,1
"677","GRW06","Bel1",1,1,1,1,1,1
"678","GRW06","Gui3",1,1,1,1,1,1
"679","GRW06","Jequitinhonha",1,1,1,1,1,1
"680","GRW06","Pan1",1,1,1,1,1,1
"681","GURUF01","Brasilandia_de_Minas",1,1,1,1,1,1
"682","GYMLEU02","Ime1",1,1,1,1,1,1
"683","GYMSAL01","Ina1",1,1,1,1,1,1
"684","GYMSAL01","Ina2",1,1,1,1,1,1
"685","GYMSAL03","Ina3",1,1,1,1,1,1
"686","H012","CLBI-Parnamirim/RN",1,1,1,1,1,1
"687","HAECOL1","Bogota",1,1,1,1,1,1
"688","HAECOL1","Sao_Paulo_Zoo",1,1,1,1,1,1
"689","Haemoproteusvireonis","Aeroporto_de_BSB",1,1,1,1,1,1
"690","HEMATR01","Hual2",1,1,1,1,1,1
"691","HEMGUI01","Mil1",1,1,1,1,1,1
"692","HESEL01","CLBI-Parnamirim/RN",1,1,1,1,1,1
"693","HESEL01","Mata_Seca",1,1,1,1,1,1
"694","HYAMA01","CLBI-Parnamirim/RN",1,1,1,1,1,1
"695","HYLNAE01","Ime1",1,1,1,1,1,1
"696","HYLNAE02","Ina3",1,1,1,1,1,1
"697","HYLOCH01","Tap1",1,1,1,1,1,1
"698","HYLPUN01","Rond1",1,1,1,1,1,1
"699","HYLPUN03","Xing1",1,1,1,1,1,1
"700","HYPCAN01","Wisui",1,1,1,1,1,1
"701","HYPCAN02","Rond5",1,1,1,1,1,1
"702","HYPOCH01","Rond3",1,1,1,1,1,1
"703","HYPSTR01","Rond2",1,1,1,1,1,1
"704","HYPSTR03","Tap2",1,1,1,1,1,1
"705","HYPSTR05","Rond1",1,1,1,1,1,1
"706","HYPSTR06","Rond1",1,1,1,1,1,1
"707","HYPSTR07","Ina2",1,1,1,1,1,1
"708","HYPSTR09","Rond1",1,1,1,1,1,1
"709","HYPSTR10","Rond1",1,1,1,1,1,1
"710","HYPSTR12","Rond1",1,1,1,1,1,1
"711","HYPSTR14","Rond1",1,1,1,1,1,1
"712","HYPSTR15","Rond1",1,1,1,1,1,1
"713","HYREC01","Brasilandia_de_Minas",1,1,1,1,1,1
"714","IBYAME01","Xing1",1,1,1,1,1,1
"715","ICTCAY01","Esp1",1,1,1,1,1,1
"716","ICTCAY03","Pan2",1,1,1,1,1,1
"717","IIL-2016","Parque_Nacional_de_Brasí_lia",1,1,1,1,1,1
"718","ISLGUT01","Gui1",1,1,1,1,1,1
"719","ISLGUT02","Gui1",1,1,1,1,1,1
"720","ISLHAU01","Bel1",1,1,1,1,1,1
"721","ISLHAU01","Rond1",1,1,1,1,1,1
"722","ISLHAU02","Rond1",1,1,1,1,1,1
"723","ISLHAU03","Rond1",1,1,1,1,1,1
"724","JA09","ESEC-Serra_Negra_do_Norte/RN",1,1,1,1,1,1
"725","JUNPHA01","Esp1",1,1,1,1,1,1
"726","KNIPOE01","RondIL",1,1,1,1,1,1
"727","LAIRI01","Isla_Floreana",1,1,1,1,1,1
"728","LEIPER01","Bogota",1,1,1,1,1,1
"729","LEIPER02","Bogota",1,1,1,1,1,1
"730","LEPAMA01","Tap2",1,1,1,1,1,1
"731","LEPANG01","Aiu1",1,1,1,1,1,1
"732","LEPANG02","Esp1",1,1,1,1,1,1
"733","LEPCOR01","Wisui",1,1,1,1,1,1
"734","LEPCOR02","Wisui",1,1,1,1,1,1
"735","LEPCOR04","Purus-Madeira",1,1,1,1,1,1
"736","LEPCOR04","Rond4",1,1,1,1,1,1
"737","LEPCOR04","Wisui",1,1,1,1,1,1
"738","LEPCOR05","Ina1",1,1,1,1,1,1
"739","LEPCOR05","Purus-Madeira",1,1,1,1,1,1
"740","LEPCOR06","Ina3",1,1,1,1,1,1
"741","LEPNAT02","Rond3",1,1,1,1,1,1
"742","LEPNAT03","Rond3",1,1,1,1,1,1
"743","LEPRUF02","Aiu1",1,1,1,1,1,1
"744","LEPRUF02","Esp1",1,1,1,1,1,1
"745","LEPRUF02","Gui2",1,1,1,1,1,1
"746","LEPRUF02","Mil1",1,1,1,1,1,1
"747","LEPRUF02","RondIL",1,1,1,1,1,1
"748","LEPVIL01","Tap2",1,1,1,1,1,1
"749","LERUF01","Jequitinhonha",1,1,1,1,1,1
"750","LERUF01","Manga",1,1,1,1,1,1
"751","LEVER03","Mata_Seca",1,1,1,1,1,1
"752","LinhagemNova","Aeroporto_de_BSB",1,1,1,1,1,1
"753","LIPVOC01","Xing1",1,1,1,1,1,1
"754","MACPYR01","Jau1",1,1,1,1,1,1
"755","MACPYR02","Rond5",1,1,1,1,1,1
"756","MALRUF01","Ina3",1,1,1,1,1,1
"757","MASTR01","Brasilandia_de_Minas",1,1,1,1,1,1
"758","MASTR01","Busca_Vida",1,1,1,1,1,1
"759","MASTR01","Jequitinhonha",1,1,1,1,1,1
"760","MESCAY01","Pan2",1,1,1,1,1,1
"761","METYR01","Monteredondo_station",1,1,1,1,1,1
"762","MICGIL01","Gui2",1,1,1,1,1,1
"763","MICMIN01","Bel1",1,1,1,1,1,1
"764","MICMIN02","Xing1",1,1,1,1,1,1
"765","MICMIN03","Xing1",1,1,1,1,1,1
"766","MICMIN04","Xing1",1,1,1,1,1,1
"767","MICMIN05","Xing1",1,1,1,1,1,1
"768","MICRUF01","Xing1",1,1,1,1,1,1
"769","MIOMAC01","Tap2",1,1,1,1,1,1
"770","MIOMAC02","Rond1",1,1,1,1,1,1
"771","MIOSTR01","Cerro_Bosco",1,1,1,1,1,1
"772","MITOM01","Taiama",1,1,1,1,1,1
"773","MOBON01","Base_UFMT",1,1,1,1,1,1
"774","MOBON01","Brasilandia_de_Minas",1,1,1,1,1,1
"775","MOLBON02","Esp1",1,1,1,1,1,1
"776","MONNIG01","Gui1",1,1,1,1,1,1
"777","MONNIG01","Hual1",1,1,1,1,1,1
"778","MONNIG01","Rond1",1,1,1,1,1,1
"779","MONNIG01","RondIL",1,1,1,1,1,1
"780","MONNIG01","Xing1",1,1,1,1,1,1
"781","MYCAME01","Fazenda_Retirinho",1,1,1,1,1,1
"782","MYCAME02","Bar<U+0323>o_de_Melga<U+0324>o",1,1,1,1,1,1
"783","MYCAME02","Fazenda_Ipiranga",1,1,1,1,1,1
"784","MYCAME02","Macacoari",1,1,1,1,1,1
"785","MYCAME02","Rond1",1,1,1,1,1,1
"786","MYCAME02","Tucum",1,1,1,1,1,1
"787","MYCAME03","Macacoari",1,1,1,1,1,1
"788","MYCAME04","Fazenda_Ipiranga",1,1,1,1,1,1
"789","MYCAME05","Se_Cria",1,1,1,1,1,1
"790","MYCAME06","Bar<U+0323>o_de_Melga<U+0324>o",1,1,1,1,1,1
"791","MYCAME07","Ba<cc>?a_Bonita",1,1,1,1,1,1
"792","MYCAME08","Pan2",1,1,1,1,1,1
"793","MYCAN01","Caratinga",1,1,1,1,1,1
"794","MYIFER01","Rond2",1,1,1,1,1,1
"795","MYITYR01","Ina2",1,1,1,1,1,1
"796","MYITYR01","Isla_Fernandina",1,1,1,1,1,1
"797","MYITYR01","Isla_Isabela",1,1,1,1,1,1
"798","MYMAC02","ESEC-Serra_Negra_do_Norte/RN",1,1,1,1,1,1
"799","MYMAC02","Mata_Seca",1,1,1,1,1,1
"800","MYMAC03","Mata_Seca",1,1,1,1,1,1
"801","MYRAXI01","Bra1",1,1,1,1,1,1
"802","MYRAXI01","Tap2",1,1,1,1,1,1
"803","MYRAXI02","Tap2",1,1,1,1,1,1
"804","MYRAXI04","Rond1",1,1,1,1,1,1
"805","MYRAXI05","Ina2",1,1,1,1,1,1
"806","MYRAXI06","Ina2",1,1,1,1,1,1
"807","MYRAXI07","Ina2",1,1,1,1,1,1
"808","MYRAXI09","Bel1",1,1,1,1,1,1
"809","MYRAXI09","Ina3",1,1,1,1,1,1
"810","MYRAXI10","Xing1",1,1,1,1,1,1
"811","MYRFOR01","Ina1",1,1,1,1,1,1
"812","MYRFOR03","Ina1",1,1,1,1,1,1
"813","MYRHEM01","Rond3",1,1,1,1,1,1
"814","MYRHEM02","Hual5",1,1,1,1,1,1
"815","MYRHEM02","Joi1",1,1,1,1,1,1
"816","MYRLON01","Rond1",1,1,1,1,1,1
"817","MYRLON02","Ime1",1,1,1,1,1,1
"818","MYRLON02","Ina2",1,1,1,1,1,1
"819","MYRLON03","Ime1",1,1,1,1,1,1
"820","MYRLON04","Ina2",1,1,1,1,1,1
"821","MYRMAX01","Gui1",1,1,1,1,1,1
"822","MYRMAX01","Ina3",1,1,1,1,1,1
"823","MYRMAX01","Rond1",1,1,1,1,1,1
"824","MYRMAX01","Wisui",1,1,1,1,1,1
"825","MYRMEN02","Xing1",1,1,1,1,1,1
"826","MYRMYO01","Tap1",1,1,1,1,1,1
"827","MYRMYO02","Wisui",1,1,1,1,1,1
"828","MYRMYO04","Rond1",1,1,1,1,1,1
"829","MYRMYO05","Rond1",1,1,1,1,1,1
"830","MYRMYO07","Ina1",1,1,1,1,1,1
"831","MYRMYO08","Ina1",1,1,1,1,1,1
"832","MYRMYO09","Ina3",1,1,1,1,1,1
"833","MYRSCH01","Hual4",1,1,1,1,1,1
"834","MYSWA01","Brasilandia_de_Minas",1,1,1,1,1,1
"835","NEOFAS02","Aeroporto_Viracopos",1,1,1,1,1,1
"836","NEOFAS02","Bra1",1,1,1,1,1,1
"837","NEOFAS02","Cha1",1,1,1,1,1,1
"838","NEOFAS03","Gra1",1,1,1,1,1,1
"839","NEOFAS06","Bra1",1,1,1,1,1,1
"840","NEOFAS07","Gra1",1,1,1,1,1,1
"841","NEOFAS08","Gra1",1,1,1,1,1,1
"842","NEOFAS09","Cha1",1,1,1,1,1,1
"843","NEOFAS10","Gra1",1,1,1,1,1,1
"844","NEOFAS12","Gra1",1,1,1,1,1,1
"845","Nova","Chapada_dos_Guimaraes",1,1,1,1,1,1
"846","NYSMAC01","Cha1",1,1,1,1,1,1
"847","NYSMAC01","Varzea_Grande",1,1,1,1,1,1
"848","NYSMAC03","Gra1",1,1,1,1,1,1
"849","NYSMAC04","Ser1",1,1,1,1,1,1
"850","P1477/478","ESEC-Serra_Negra_do_Norte/RN",1,1,1,1,1,1
"851","P3477/478","ESEC-Serra_Negra_do_Norte/RN",1,1,1,1,1,1
"852","PACMAR01","Aiu1",1,1,1,1,1,1
"853","PACPEC02","Bellavista",1,1,1,1,1,1
"854","PACPEC02","Bogota",1,1,1,1,1,1
"855","PACPEC02","Loma_Alta",1,1,1,1,1,1
"856","PACPEC02","Wisui",1,1,1,1,1,1
"857","PACPOL02","Hual5",1,1,1,1,1,1
"858","PACRUF01","Bel1",1,1,1,1,1,1
"859","PACVAL01","Cha1",1,1,1,1,1,1
"860","PADOM09","Aeroporto_de_BSB",1,1,1,1,1,1
"861","PADOM09","Bru1",1,1,1,1,1,1
"862","PADOM09","Caceres",1,1,1,1,1,1
"863","PADOM09","Campo_Grande",1,1,1,1,1,1
"864","PADOM09","Caratinga",1,1,1,1,1,1
"865","PADOM09","Ina3",1,1,1,1,1,1
"866","PADOM09","Jau1",1,1,1,1,1,1
"867","PADOM09","Nat1",1,1,1,1,1,1
"868","PADOM09","Niteroi",1,1,1,1,1,1
"869","PADOM09","Olmos",1,1,1,1,1,1
"870","PADOM09","Recife",1,1,1,1,1,1
"871","PADOM09","Saj1",1,1,1,1,1,1
"872","PADOM09","Salvador",1,1,1,1,1,1
"873","PADOM09","Uberlandia",1,1,1,1,1,1
"874","PADOM11","Aeroporto_Viracopos",1,1,1,1,1,1
"875","PADOM11","Bocaiuva",1,1,1,1,1,1
"876","PADOM11","CLBI-Parnamirim/RN",1,1,1,1,1,1
"877","PADOM11","Gurupi",1,1,1,1,1,1
"878","PADOM11","Palmas",1,1,1,1,1,1
"879","PADOM11","Salto_da_Divisa",1,1,1,1,1,1
"880","PADOM17","Caceres",1,1,1,1,1,1
"881","PADOM17","CLBI-Parnamirim/RN",1,1,1,1,1,1
"882","PADOM19","Canela",1,1,1,1,1,1
"883","PAPOL02","Mata_Seca",1,1,1,1,1,1
"884","PAPOL02","Salto_da_Divisa",1,1,1,1,1,1
"885","PAPOL03","Bra1",1,1,1,1,1,1
"886","PAPOL03","Salto_da_Divisa",1,1,1,1,1,1
"887","PAPOL03","Ser1",1,1,1,1,1,1
"888","PAPOL04","Salto_da_Divisa",1,1,1,1,1,1
"889","PAPOL06","Brasilandia_de_Minas",1,1,1,1,1,1
"890","PARCAP01","Pan1",1,1,1,1,1,1
"891","PARCAP02","Pan1",1,1,1,1,1,1
"892","PARCAP03","Pan1",1,1,1,1,1,1
"893","PARCAP05","Pan1",1,1,1,1,1,1
"894","PARCAP06","Pan1",1,1,1,1,1,1
"895","PARCAP08","Pan1",1,1,1,1,1,1
"896","PARCAP09","Pan1",1,1,1,1,1,1
"897","PARCON01","Pan1",1,1,1,1,1,1
"898","PHAE01","Rond1",1,1,1,1,1,1
"899","PHAMAL01","Cumanda",1,1,1,1,1,1
"900","PHAMAL02","Rond2",1,1,1,1,1,1
"901","PHASYR02","Nueva_Alianza",1,1,1,1,1,1
"902","PHIERY01","Bel1",1,1,1,1,1,1
"903","PHIERY03","Ime1",1,1,1,1,1,1
"904","PHLNIG02","Tap1",1,1,1,1,1,1
"905","PHLNIG03","Ina1",1,1,1,1,1,1
"906","PHLNIG03","Xing1",1,1,1,1,1,1
"907","PHLNIG04","Rond1",1,1,1,1,1,1
"908","PHLNIG06","Rond1",1,1,1,1,1,1
"909","PHMUR01","Salto_da_Divisa",1,1,1,1,1,1
"910","PHPAT01","Brasilandia_de_Minas",1,1,1,1,1,1
"911","PHPAT01","Esp1",1,1,1,1,1,1
"912","PHPAT01","Felixlandia",1,1,1,1,1,1
"913","PHPAT01","Hu<cc><c1>nuco",1,1,1,1,1,1
"914","PHPAT01","Praia_do_Meio",1,1,1,1,1,1
"915","PHPAT01","Sfr1",1,1,1,1,1,1
"916","PIACAY01","Hual4",1,1,1,1,1,1
"917","PICFLA01","Bel1",1,1,1,1,1,1
"918","PIOLI03","Bogota",1,1,1,1,1,1
"919","PIPCHL01","Rond5",1,1,1,1,1,1
"920","PIPFAS02","Rond2",1,1,1,1,1,1
"921","PIPFAS03","Rond1",1,1,1,1,1,1
"922","PIPFAS04","Ina3",1,1,1,1,1,1
"923","PIRFLA04","Gra1",1,1,1,1,1,1
"924","PIRFLA06","Gra1",1,1,1,1,1,1
"925","PISUL01","Felixlandia",1,1,1,1,1,1
"926","Plasmodiumjuxtanucleare","Base_UFMT",1,1,1,1,1,1
"927","Plasmodiumjuxtanucleare","Varzea_Grande",1,1,1,1,1,1
"928","POMFER01","Sierra_Nevada_de_Santa_Marta",1,1,1,1,1,1
"929","POPLU01","CLBI-Parnamirim/RN",1,1,1,1,1,1
"930","PRAIRIECH","Aeroporto_de_BSB",1,1,1,1,1,1
"931","PSABIF01","Bel1",1,1,1,1,1,1
"932","PSABIF02","Bel1",1,1,1,1,1,1
"933","PsDIS01","Fazenda_St._Maria",1,1,1,1,1,1
"934","PSEGRI01","Hual5",1,1,1,1,1,1
"935","PYERY01","Hu<cc><c1>nuco",1,1,1,1,1,1
"936","PYLEU01","Jequitinhonha",1,1,1,1,1,1
"937","PYLEU01","Nova_Lima",1,1,1,1,1,1
"938","PYLEU02","Nova_Lima",1,1,1,1,1,1
"939","PYLEU04","Salto_da_Divisa",1,1,1,1,1,1
