"","Lineage_Name","Lineage_Genera","n_sites","n_bird_individuals","n_status","riqueza","perlocation","Host_Status","Perlocation"
"427","MYCAN01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"428","MYFUM01","Leucocytozoon",1,2,1,2,0.0158730158730159,"R",0.00641025641025642
"429","MYIFER01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"430","MYIFLA02","Leucocytozoon",1,3,2,3,0.0158730158730159,"R_M",0.00641025641025642
"431","MYITIR01","Plasmodium",1,2,1,1,0.0158730158730159,"R",0.00641025641025642
"432","MYMAC03","Parahaemoproteus",1,1,1,1,0.0158730158730159,"PM",0.00641025641025642
"433","MYRAXI02","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"434","MYRAXI04","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"435","MYRAXI05","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"436","MYRAXI06","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"437","MYRAXI07","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"438","MYRAXI10","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"439","MYRFOR01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"440","MYRFOR03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"441","MYRHEM01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"442","MYRLON01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"443","MYRLON03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"444","MYRLON04","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"445","MYRLON06","Plasmodium",1,2,1,2,0.0158730158730159,"R",0.00641025641025642
"446","MYRMEN02","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"447","MYRMYO02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"448","MYRMYO04","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"449","MYRMYO05","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"450","MYRMYO07","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"451","MYRMYO08","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"452","MYRMYO09","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"453","MYRSCH01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"454","NEOFAS06","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"455","NEOFAS07","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"456","NEOFAS08","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"457","NEOFAS09","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"458","NEOFAS10","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"459","NEOFAS12","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"460","NEPIL01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"461","Nova","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"462","NYCNYC01","Plasmodium",1,2,1,2,0.0158730158730159,"R",0.00641025641025642
"463","NYMAC01","Parahaemoproteus",1,3,1,3,0.0158730158730159,"R",0.00641025641025642
"464","NYSCHA01","Parahaemoproteus",1,9,1,1,0.0158730158730159,"R",0.00641025641025642
"465","NYSMAC04","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"466","P1477/478","Plasmodium",1,1,1,1,0.0158730158730159,"PM",0.00641025641025642
"467","P3477/478","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"468","PACMAR01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"469","PACPOL02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"470","PACRUF01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"471","PACVAL01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"PM",0.00641025641025642
"472","PADOM19","Plasmodium",1,1,1,1,0.0158730158730159,"PM",0.00641025641025642
"473","PAPOL04","Parahaemoproteus",1,1,1,1,0.0158730158730159,"PM",0.00641025641025642
"474","PAPOL06","Plasmodium",1,1,1,1,0.0158730158730159,"PM",0.00641025641025642
"475","PAPOL07","Parahaemoproteus",1,2,2,2,0.0158730158730159,"R_PM",0.00641025641025642
"476","PARCAP01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"477","PARCAP02","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"478","PARCAP03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"479","PARCAP05","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"480","PARCAP06","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"481","PARCAP08","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"482","PARCAP09","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"483","PARCON01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"484","PHAE01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"485","PHASYR01","Haemoproteus",1,2,1,2,0.0158730158730159,"R",0.00641025641025642
"486","PHIERY01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"487","PHIERY03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"488","PHLNIG02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"489","PHLNIG04","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"490","PHLNIG06","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"491","PHMUR01","Plasmodium",1,1,1,1,0.0158730158730159,"PM",0.00641025641025642
"492","PIACAY01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"493","PICFLA01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"494","PIOLI03","Haemoproteus",1,1,1,1,0.0158730158730159,"M",0.00641025641025642
"495","PIPCHL01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"496","PIPFAS03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"497","PIPFAS04","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"498","PIRFLA04","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"499","PIRFLA05","Parahaemoproteus",1,2,1,1,0.0158730158730159,"R",0.00641025641025642
"500","PIRFLA06","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"501","PISUL01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"502","Plasmodiumnucleophilum","Plasmodium",1,3,1,3,0.0158730158730159,"R",0.00641025641025642
"503","POPLU01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"504","PRAIRIECH","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"505","PSABIF01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"506","PSABIF02","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"507","PsDIS01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"508","PSEGRI01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"509","PSOOCH01","Plasmodium",1,2,1,1,0.0158730158730159,"R",0.00641025641025642
"510","PYERY01","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"511","PYLEU02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"512","PYLEU04","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"513","PYRLEP01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"514","PYRLEP02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"515","PYRLEU03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"516","PYRLEU04","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"517","PYRRUB01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"M",0.00641025641025642
"518","RAMCAR02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"519","RAMCAR03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
