"","Lineage_Name","Lineage_Genera","n_sites","n_bird_individuals","n_status","riqueza","perlocation","Host_Status","Perlocation"
"132","LECOR04","Plasmodium",2,10,1,2,0.0317460317460317,"R",0.0128205128205128
"133","LEPCOR05","Plasmodium",2,2,1,1,0.0317460317460317,"R",0.0128205128205128
"134","LERUF01","Haemoproteus",2,2,1,2,0.0317460317460317,"R",0.0128205128205128
"135","LEVER03","Plasmodium",2,6,1,2,0.0317460317460317,"R",0.0128205128205128
"136","MACPYR01","Plasmodium",2,5,1,5,0.0317460317460317,"R",0.0128205128205128
"137","MYISWA01","Parahaemoproteus",2,14,2,8,0.0317460317460317,"R_PM",0.0128205128205128
"138","MYMAC02","Parahaemoproteus",2,2,1,1,0.0317460317460317,"PM",0.0128205128205128
"139","MYRAXI09","Plasmodium",2,2,1,1,0.0317460317460317,"R",0.0128205128205128
"140","MYRHEM02","Plasmodium",2,2,1,2,0.0317460317460317,"R",0.0128205128205128
"141","MYRLON02","Plasmodium",2,2,1,2,0.0317460317460317,"R",0.0128205128205128
"142","NEOFAS01","Plasmodium",2,26,1,4,0.0317460317460317,"R",0.0128205128205128
"143","PADOM17","Plasmodium",2,3,2,3,0.0317460317460317,"R_PM",0.0128205128205128
"144","PAMIT01","Plasmodium",2,6,2,6,0.0317460317460317,"R_PM",0.0128205128205128
"145","PAPOL01","Haemoproteus",2,8,2,8,0.0317460317460317,"R_PM",0.0128205128205128
"146","PAPOL02","Parahaemoproteus",2,2,2,2,0.0317460317460317,"R_PM",0.0128205128205128
"147","PHAMAL01","Haemoproteus",2,5,1,4,0.0317460317460317,"R",0.0128205128205128
"148","PHAMAL02","Plasmodium",2,3,1,3,0.0317460317460317,"R",0.0128205128205128
"149","PHASYR02","Plasmodium",2,3,1,3,0.0317460317460317,"R",0.0128205128205128
"150","PIPFAS02","Plasmodium",2,3,1,3,0.0317460317460317,"R",0.0128205128205128
"151","Plasmodiumjuxtanucleare","Plasmodium",2,5,2,5,0.0317460317460317,"R_PM",0.0128205128205128
"152","PREGUT01","Plasmodium",2,4,1,2,0.0317460317460317,"R",0.0128205128205128
"153","RAMCAR01","Plasmodium",2,3,2,3,0.0317460317460317,"R_PM",0.0128205128205128
"154","RECOB4","Plasmodium",2,2,1,1,0.0317460317460317,"R",0.0128205128205128
"155","SGS1","Plasmodium",2,8,1,8,0.0317460317460317,"R",0.0128205128205128
"156","SPMAG04","Plasmodium",2,2,1,2,0.0317460317460317,"R",0.0128205128205128
"157","SUISUI02","Parahaemoproteus",2,7,2,3,0.0317460317460317,"R_PM",0.0128205128205128
"158","TANSCH01","Parahaemoproteus",2,6,1,2,0.0317460317460317,"R",0.0128205128205128
"159","TANVAS02","Haemoproteus",2,2,1,2,0.0317460317460317,"R",0.0128205128205128
"160","TFUS06","Plasmodium",2,2,1,1,0.0317460317460317,"R",0.0128205128205128
"161","THACAE09","Plasmodium",2,2,1,1,0.0317460317460317,"R",0.0128205128205128
"162","THAMB01","Plasmodium",2,7,1,2,0.0317460317460317,"R",0.0128205128205128
"163","THASAT06","Plasmodium",2,9,1,7,0.0317460317460317,"R",0.0128205128205128
"164","THCAE01","Plasmodium",2,7,1,3,0.0317460317460317,"R",0.0128205128205128
"165","TOFLA02","Parahaemoproteus",2,2,1,2,0.0317460317460317,"R",0.0128205128205128
"166","TOSUL01","Parahaemoproteus",2,2,1,1,0.0317460317460317,"R",0.0128205128205128
"167","TRMEL02","Plasmodium",2,3,2,3,0.0317460317460317,"R_M",0.0128205128205128
"168","TRMUS01","Haemoproteus",2,5,1,2,0.0317460317460317,"R",0.0128205128205128
"169","TROAED01","Leucocytozoon",2,3,1,1,0.0317460317460317,"M",0.0128205128205128
"170","TROAED06","Leucocytozoon",2,3,1,1,0.0317460317460317,"M",0.0128205128205128
"171","TROAED13","Haemoproteus",2,2,1,2,0.0317460317460317,"M",0.0128205128205128
"172","TROAED22","Plasmodium",2,2,2,2,0.0317460317460317,"R_M",0.0128205128205128
"173","TROPER01","Plasmodium",2,2,1,1,0.0317460317460317,"R",0.0128205128205128
"174","TULEU02","Plasmodium",2,2,1,1,0.0317460317460317,"R",0.0128205128205128
"175","TULEU03","Plasmodium",2,2,1,1,0.0317460317460317,"R",0.0128205128205128
"176","TULEU07","Plasmodium",2,3,2,2,0.0317460317460317,"R_PM",0.0128205128205128
"177","TURALB03","Plasmodium",2,4,2,3,0.0317460317460317,"R_PM",0.0128205128205128
"178","TURLEU01","Plasmodium",2,2,1,2,0.0317460317460317,"R",0.0128205128205128
"179","VIOLI05","Haemoproteus",2,2,1,1,0.0317460317460317,"M",0.0128205128205128
"180","WILPOE02","Plasmodium",2,3,1,3,0.0317460317460317,"R",0.0128205128205128
"181","WW3","Plasmodium",2,2,1,2,0.0317460317460317,"R",0.0128205128205128
"182","LEPAMA01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"183","LEPANG01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"184","29092","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"185","ABUCUJ01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"186","ADEMEL01","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"187","AFR025","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"188","AFR028","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"189","AGEBAD02","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"190","ALEDIA01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"191","AMABRA01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"192","ANGAL01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"193","ANIGN01","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"194","ANSOM01","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"195","ARAJAN01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"196","ARRTAC02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"197","ARRTAC05","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"198","ATLBRU01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"199","ATMEL01","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"200","ATPAL02","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"201","ATTCIN01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"202","AUTINF01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"203","AUTINF02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"204","AUTINF03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"205","AUTOCH01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"206","AUTOCH02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"207","AUTOCH03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"208","AUTRUF01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"209","BAFLA05","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"210","BASFUL01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"211","BASTRI01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"212","BO6","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"213","BUL07","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"214","CAINO01","Leucocytozoon",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"215","CALON01","Plasmodium",1,2,2,2,0.0158730158730159,"R_PM",0.00641025641025642
"216","CAMRUB01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"217","CANLEU02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"218","CANLEU03","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"219","CANLEU04","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"220","CASFUS01","Plasmodium",1,1,1,1,0.0158730158730159,"PM",0.00641025641025642
"221","CATUST21","Plasmodium",1,1,1,1,0.0158730158730159,"M",0.00641025641025642
"222","CERCIN01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"223","CERCIN03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"224","CERCIN04","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"225","CERRUB01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"226","CERSER01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"227","CHACAM01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"228","CHACAM03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"229","CHCAM01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"230","CHLAEN01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"231","CHLAME01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"232","CHLIND01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"233","CHLOPH01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"234","CHLSPI01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"235","CHLSPI02","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"236","CLAPRE01","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"237","CMV-2012haplotypeH2","Plasmodium",1,1,1,1,0.0158730158730159,"PM",0.00641025641025642
"238","COECOE01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"239","COHEL01","Leucocytozoon",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"240","COLBUC01","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"241","COLIN06","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"242","COLIN07","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"243","COLIN09","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"244","COLIN11","Plasmodium",1,5,1,1,0.0158730158730159,"R",0.00641025641025642
"245","COLIN15","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"246","COLIV03","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"247","COLIV06","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"248","COLPAS06","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"249","COLPLU02","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"250","COLSQU03","Haemoproteus",1,2,1,1,0.0158730158730159,"R",0.00641025641025642
"251","COLSQU04","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"252","COLSU04","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"253","COLTAL01","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"254","COLTAL02","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"255","CONAUR01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"256","COQUI05","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"257","CORCUC01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"258","CORPIL02","Plasmodium",1,2,1,1,0.0158730158730159,"R",0.00641025641025642
"259","CORPIL03","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"260","CORPIL06","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"261","CORPIL07","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"262","CORPIL09","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"263","CORPIL11","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"264","CORPIL14","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"265","COSQU02","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"266","COSQU03","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"267","COSQU04","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"268","CPCT57","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"269","CRAVUL01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"270","CRYUND01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"271","CYACYA01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"272","CYACYA03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"273","CYACYA04","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"274","CYCGUJ01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"275","CYPHIR01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"276","CYPHIR04","Parahaemoproteus",1,2,1,1,0.0158730158730159,"R",0.00641025641025642
"277","DENCER01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"278","DENFUL02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"279","DENVID02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"280","DETPET03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"281","DICCIN01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"282","DIGCYA01","Haemoproteus",1,3,1,1,0.0158730158730159,"R",0.00641025641025642
"283","DIGCYA04","Leucocytozoon",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"284","DIGCYA05","Leucocytozoon",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"285","DIGCYA06","Leucocytozoon",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"286","DIGCYA07","Leucocytozoon",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"287","DIGCYA08","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"288","DIGLAF02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"289","DIXPIP01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"290","DYSMEN01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"291","DYSMEN02","Parahaemoproteus",1,2,1,2,0.0158730158730159,"R",0.00641025641025642
"292","DYSMEN03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"293","ELACHI01","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"294","ELAFLA01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"295","ELALBO01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"296","ELASPE01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"PM",0.00641025641025642
"297","ELFLA01","Parahaemoproteus",1,2,2,2,0.0158730158730159,"R_PM",0.00641025641025642
"298","EMPALN02","Parahaemoproteus",1,19,3,10,0.0158730158730159,"R_PM_M",0.00641025641025642
"299","EMPVAR01","Haemoproteus",1,1,1,1,0.0158730158730159,"PM",0.00641025641025642
"300","ENTLEU01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"301","EUCHL01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"302","EUPMAC01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"303","EUVIO01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"304","EUXAN01","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"305","FOCOL02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"306","FOGRI01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"307","FOMEL02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"308","FOMEL03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"309","FORANA01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"310","FORANA02","Plasmodium",1,2,1,1,0.0158730158730159,"R",0.00641025641025642
"311","FORCOL01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"312","FORCOL02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"313","FORCOL03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"314","FORCOL04","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"315","FORCOL05","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"316","FORCOL07","Plasmodium",1,3,1,1,0.0158730158730159,"R",0.00641025641025642
"317","FORCOL08","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"318","FORGRI01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"319","FORGRI03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"320","FULEU01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"PM",0.00641025641025642
"321","FURLEU02","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"322","FURUF01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"323","GALALB01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"324","GALCYA01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"325","GALCYA04","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"326","GEOFRE01","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"327","GEOFUL01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"328","GEOMON01","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"329","GEOTRI01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"330","GLAHIR01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"331","GLAHIR03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"332","GLAHIR04","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"333","GLYSPI01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"334","GLYSPI02","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"335","GLYSPI03","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"336","GLYSPI04","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"337","GLYSPI05","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"338","GRAGUA01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"339","GRAQUI01","Leucocytozoon",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"340","GRAQUI02","Leucocytozoon",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"341","GRARUF01","Leucocytozoon",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"342","GRARUF02","Leucocytozoon",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"343","GURUF01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"344","GYMLEU02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"345","GYMSAL03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"346","H012","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"347","H1477/478","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"348","H2473/478","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"349","Haemoproteus","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"350","Haemoproteuserythrogravidus","Parahaemoproteus",1,5,2,2,0.0158730158730159,"R_M",0.00641025641025642
"351","Haemoproteusvireonis","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"352","HEAME01","Leucocytozoon",1,2,2,2,0.0158730158730159,"R_M",0.00641025641025642
"353","HEMFRO01","Parahaemoproteus",1,2,1,1,0.0158730158730159,"R",0.00641025641025642
"354","HEMGUI01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"355","Hp1477/478","Parahaemoproteus",1,1,1,1,0.0158730158730159,"PM",0.00641025641025642
"356","Hp2458/478","Parahaemoproteus",1,1,1,1,0.0158730158730159,"PM",0.00641025641025642
"357","HYAMA01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"358","HYLNAE01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"359","HYLNAE02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"360","HYLOCH01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"361","HYLPUN01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"362","HYLPUN03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"363","HYPCAN01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"364","HYPCAN02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"365","HYPOCH01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"366","HYPSTR01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"367","HYPSTR03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"368","HYPSTR04","Plasmodium",1,3,1,3,0.0158730158730159,"R",0.00641025641025642
"369","HYPSTR05","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"370","HYPSTR06","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"371","HYPSTR09","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"372","HYPSTR10","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"373","HYPSTR12","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"374","HYPSTR14","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"375","HYPSTR15","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"376","HYREC01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"377","IBYAME01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"378","ICTCAY03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"379","IIL-2016","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"380","ILMIL01","Plasmodium",1,3,1,2,0.0158730158730159,"R",0.00641025641025642
"381","ISLGUT01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"382","ISLGUT02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"383","ISLHAU02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"384","ISLHAU03","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"385","JA09","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"386","JUNPHA01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"387","KNIPOE01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"388","LAIRI01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"389","LECOR02","Plasmodium",1,3,1,3,0.0158730158730159,"R",0.00641025641025642
"390","LEPANG02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"391","LEPCOR01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"392","LEPCOR02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"393","LEPCOR06","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"394","LEPNAT01","Plasmodium",1,2,1,1,0.0158730158730159,"R",0.00641025641025642
"395","LEPNAT02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"396","LEPNAT03","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"397","LEPVIL01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"398","LinhagemNova","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"399","LIPVOC01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"400","MACPYR02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"401","MALRUF01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"402","MESCAY01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"403","METYR01","Leucocytozoon",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"404","MICGIL01","Haemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"405","MICMIN01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"406","MICMIN02","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"407","MICMIN03","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"408","MICMIN04","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"409","MICMIN05","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"410","MICRUF01","Parahaemoproteus",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"411","MIMTRI01","Plasmodium",1,2,2,2,0.0158730158730159,"R_M",0.00641025641025642
"412","MIOMAC01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"413","MIOMAC02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"414","MIOSTR01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"415","MITOM01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"416","MOBON01","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"417","MOLBAD01","Parahaemoproteus",1,8,2,4,0.0158730158730159,"R_PM",0.00641025641025642
"418","MOLBON02","Plasmodium",1,1,1,1,0.0158730158730159,"R",0.00641025641025642
"419","MYARAL01","Plasmodium",1,2,1,1,0.0158730158730159,"R",0.00641025641025642
"420","MYCAME01","Plasmodium",1,1,1,1,0.0158730158730159,"M",0.00641025641025642
"421","MYCAME03","Plasmodium",1,1,1,1,0.0158730158730159,"M",0.00641025641025642
"422","MYCAME04","Plasmodium",1,1,1,1,0.0158730158730159,"M",0.00641025641025642
"423","MYCAME05","Plasmodium",1,1,1,1,0.0158730158730159,"M",0.00641025641025642
"424","MYCAME06","Plasmodium",1,1,1,1,0.0158730158730159,"M",0.00641025641025642
"425","MYCAME07","Plasmodium",1,1,1,1,0.0158730158730159,"M",0.00641025641025642
"426","MYCAME08","Plasmodium",1,1,1,1,0.0158730158730159,"M",0.00641025641025642
