"","Lineage_Name","NObs","NLocs","MST","CH","GCD","LatRg","MinLat","MaxLat","LongRg","MinLong","MaxLong","CellCount","parasiteGenus","n_sites","n_bird_individuals","n_status","riqueza","n_biomas","n_regioes","Host_Status"
"303","MICMIN04",1,1,0,0,0,0,-1.95,-1.95,0,-51.6,-51.6,1,"Haemoproteus",1,1,1,1,1,1,"R"
"304","MICMIN05",1,1,0,0,0,0,-30.205564,-30.205564,0,-57.495736,-57.495736,1,"Haemoproteus",1,1,1,1,1,1,"R"
"305","MICRUF01",1,1,0,0,0,0,-5.216667,-5.216667,0,-56.916667,-56.916667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"306","MIMTRI01",1,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,2,2,2,1,1,"R_M"
"307","MIOMAC01",1,1,0,0,0,0,-3,-3,0,-78.5,-78.5,1,"Plasmodium",1,1,1,1,1,1,"R"
"308","MIOMAC02",1,1,0,0,0,0,-16.577528,-16.577528,0,-55.1027227,-55.1027227,1,"Plasmodium",1,1,1,1,1,1,"R"
"309","MIOSTR01",1,2,1166.25297826521,0,1166.25297826521,132.758410673481,-16.5630651,-15.3633507,852.851820927424,-56.355506,-45.5308804,2,"Plasmodium",1,1,1,1,1,1,"R"
"310","MITOM01",1,1,0,0,NA,0,-30.205564,-30.205564,0,-57.495736,-57.495736,1,"Plasmodium",1,1,1,1,1,1,"R"
"311","MOBON01",2,1,0,0,0,0,-30.205564,-30.205564,0,-57.495736,-57.495736,1,"Plasmodium",2,2,1,2,2,2,"R"
"312","MOLBAD01",1,5,3232.35154610365,915970.52420085,2925.06639219088,683.749646995551,-6.583333,-0.4,2037.25227059876,-77.55,-51.6,4,"Haemoproteus",1,8,2,4,1,1,"R_PM"
"313","MOLBON02",1,1,0,0,NA,0,-5.1,-5.1,0,-79.233333,-79.233333,1,"Plasmodium",1,1,1,1,1,1,"R"
"314","MONNIG01",5,6,2227.88647130338,481154.006017079,1976.05780816489,1871.04355529187,-16.466667,0.45,470.346389394016,-56.633333,-50.666667,3,"Plasmodium",5,5,1,5,2,2,"R"
"315","MYARAL01",1,1,0,0,NA,0,-19.4724319,-19.4724319,0,-42.825918,-42.825918,1,"Plasmodium",1,2,1,1,1,1,"R"
"316","MYCAME02",6,1,0,0,0,0,10.75,10.75,0,-73.666667,-73.666667,1,"Plasmodium",6,7,2,4,3,3,"R_M"
"317","MYCAN01",1,1,0,0,0,0,-5.066667,-5.066667,0,-56.85,-56.85,1,"Plasmodium",1,1,1,1,1,1,"R"
"318","MYFUM01",1,1,0,0,0,0,10.75,10.75,0,-73.666667,-73.666667,1,"Leucocytozoon",1,3,1,3,1,1,"R"
"319","MYIFER01",1,2,881.292848026991,0,881.292848026991,291.136738115078,-15.533333,-12.90198,607.523252467696,-47.55,-39.841985,2,"Plasmodium",1,1,1,1,1,1,"R"
"320","MYIFLA02",1,1,0,0,NA,0,-6.344364,-6.344364,0,-37.152527,-37.152527,1,"Leucocytozoon",1,3,2,3,1,1,"R_M"
"321","MYISWA01",2,7,7797.74940146643,4738814.41915534,6062.32196102675,1998.48343623033,-18.4526633,-0.385267,4194.01412413964,-91.51215,-37.266667,6,"Haemoproteus",2,14,2,8,2,2,"R_PM"
"322","MYITIR01",1,5,2250.54325885623,531410.188373735,1566.7649087885,1502.38291131481,-15.533333,-1.95,738.120365519232,-56.916667,-47.55,4,"Plasmodium",1,2,1,1,1,1,"R"
"323","MYITYR01",7,1,0,0,NA,0,-5.216667,-5.216667,0,-56.916667,-56.916667,1,"Plasmodium",7,14,2,6,4,4,"R_PM"
"324","MYRAXI01",5,3,2050.11221063793,428328.4063855,1805.35619490568,941.922328925682,-12.216667,-3.7,1101.16982991454,-60.733333,-46.75,3,"Plasmodium",5,9,1,4,2,2,"R"
"325","MYRAXI02",1,1,0,0,NA,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Haemoproteus",1,1,1,1,1,1,"R"
"326","MYRAXI03",3,1,0,0,0,0,-5.72,-5.72,0,-63.217,-63.217,1,"Plasmodium",3,6,1,1,1,1,"R"
"327","MYRAXI04",1,1,0,0,0,0,-5.72,-5.72,0,-63.217,-63.217,1,"Plasmodium",1,1,1,1,1,1,"R"
"328","MYRAXI05",1,1,0,0,0,0,-5.72,-5.72,0,-63.217,-63.217,1,"Plasmodium",1,1,1,1,1,1,"R"
"329","MYRAXI06",1,2,2048.16422216307,0,2048.16422216307,597.179926228814,-9.1,-3.7,1394.10885835471,-64.466667,-46.75,2,"Plasmodium",1,1,1,1,1,1,"R"
"330","MYRAXI07",1,1,0,0,NA,0,-1.95,-1.95,0,-51.6,-51.6,1,"Plasmodium",1,1,1,1,1,1,"R"
"331","MYRAXI09",2,1,0,0,0,0,-4.998,-4.998,0,-62.935,-62.935,1,"Plasmodium",2,2,1,1,1,1,"R"
"332","MYRAXI10",1,1,0,0,0,0,-4.998,-4.998,0,-62.935,-62.935,1,"Plasmodium",1,1,1,1,1,1,"R"
"333","MYRFOR01",1,1,0,0,0,0,-9.316667,-9.316667,0,-64.716667,-64.716667,1,"Plasmodium",1,1,1,1,1,1,"R"
"334","MYRFOR03",1,2,3721.04742729596,0,3721.04742729596,2167.34700108126,-26.3,-6.716667,2238.01183716524,-77.416667,-48.883333,2,"Plasmodium",1,1,1,1,1,1,"R"
"335","MYRHEM01",1,1,0,0,NA,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,1,1,1,1,1,"R"
"336","MYRHEM02",2,2,598.5749921804,0,598.5749921804,568.004270173989,-5.72,-0.583333,134.01090665813,-64.916667,-63.217,2,"Plasmodium",2,2,1,2,2,2,"R"
"337","MYRLON01",1,1,0,0,NA,0,-0.583333,-0.583333,0,-64.916667,-64.916667,1,"Plasmodium",1,1,1,1,1,1,"R"
"338","MYRLON02",2,1,0,0,0,0,-5.72,-5.72,0,-63.217,-63.217,1,"Plasmodium",2,2,1,2,1,1,"R"
"339","MYRLON03",1,1,0,0,0,0,-1.95,-1.95,0,-51.6,-51.6,1,"Plasmodium",1,1,1,1,1,1,"R"
"340","MYRLON04",1,6,3554.70362873119,1293999.51292938,2378.93812805072,962.080735310896,-9.1,-0.4,1679.78310233014,-77.733333,-56.366667,4,"Plasmodium",1,1,1,1,1,1,"R"
"341","MYRLON06",1,1,0,0,NA,0,-1.95,-1.95,0,-51.6,-51.6,1,"Plasmodium",1,2,1,2,1,1,"R"
"342","MYRMAX01",6,3,2412.74973667364,50763.7337741483,2388.98356038031,329.893749681849,-5.1,-2.116667,1674.57270829572,-77.733333,-56.433333,3,"Plasmodium",6,13,1,8,2,2,"R"
"343","MYRMEN02",1,1,0,0,NA,0,-2.116667,-2.116667,0,-77.733333,-77.733333,1,"Haemoproteus",1,1,1,1,1,1,"R"
"344","MYRMYO01",3,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",3,9,1,7,2,2,"R"
"345","MYRMYO02",1,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,1,1,1,1,1,"R"
"346","MYRMYO04",1,1,0,0,0,0,-4.998,-4.998,0,-62.935,-62.935,1,"Plasmodium",1,1,1,1,1,1,"R"
"347","MYRMYO05",1,1,0,0,0,0,-4.998,-4.998,0,-62.935,-62.935,1,"Plasmodium",1,1,1,1,1,1,"R"
"348","MYRMYO07",1,1,0,0,0,0,-9.1,-9.1,0,-64.466667,-64.466667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"349","MYRMYO08",1,1,0,0,0,0,-6.583333,-6.583333,0,-77.55,-77.55,1,"Plasmodium",1,1,1,1,1,1,"R"
"350","MYRMYO09",1,2,199.2495911577,0,199.2495911577,40.5723755055898,-15.533333,-15.166667,143.235443219638,-47.55,-45.733333,1,"Plasmodium",1,1,1,1,1,1,"R"
"351","MYRSCH01",1,4,1724.34836725773,363390.898581594,1201.8952098926,853.779871787077,-23.029538,-15.316667,655.45476863026,-55.866667,-47.55,3,"Plasmodium",1,1,1,1,1,1,"R"
"352","NEOFAS01",2,1,0,0,NA,0,-15.533333,-15.533333,0,-47.55,-47.55,1,"Plasmodium",2,26,1,4,1,2,"R"
"353","NEOFAS02",4,1,0,0,0,0,-15.166667,-15.166667,0,-45.733333,-45.733333,1,"Haemoproteus",4,5,1,3,2,2,"R"
"354","NEOFAS06",1,1,0,0,0,0,-15.166667,-15.166667,0,-45.733333,-45.733333,1,"Plasmodium",1,1,1,1,1,1,"R"
"355","NEOFAS07",1,1,0,0,0,0,-15.316667,-15.316667,0,-55.866667,-55.866667,1,"Plasmodium",1,1,1,1,1,1,"R"
"356","NEOFAS08",1,1,0,0,0,0,-15.166667,-15.166667,0,-45.733333,-45.733333,1,"Plasmodium",1,1,1,1,1,1,"R"
"357","NEOFAS09",1,1,0,0,0,0,-15.166667,-15.166667,0,-45.733333,-45.733333,1,"Plasmodium",1,1,1,1,1,1,"R"
"358","NEOFAS10",1,1,0,0,0,0,-15.5954324,-15.5954324,0,-39.5655673,-39.5655673,1,"Plasmodium",1,1,1,1,1,1,"R"
"359","NEOFAS12",1,1,0,0,0,0,-15.61953,-15.61953,0,-55.327475,-55.327475,1,"Plasmodium",1,1,1,1,1,1,"R"
"360","NEPIL01",1,1,0,0,0,0,-23.651383,-23.651383,0,-46.619467,-46.619467,1,"Haemoproteus",1,2,1,2,1,1,"R"
"361","Nova",1,1,0,0,0,0,-5.5524107,-5.5524107,0,-35.103905,-35.103905,1,"Haemoproteus",1,1,1,1,1,1,"R"
"362","NYCNYC01",1,1,0,0,0,0,-15.533333,-15.533333,0,-47.55,-47.55,1,"Plasmodium",1,2,1,2,1,1,"R"
"363","NYMAC01",1,4,2539.77220731899,755737.580488279,1590.15767033243,1502.38291131481,-15.533333,-1.95,725.612217308308,-56.757767,-47.55,3,"Haemoproteus",1,3,1,3,1,1,"R"
"364","NYSCHA01",1,3,1552.48677681638,78165.0965887078,1523.7376830389,1016.45140809573,-15.533333,-6.344364,819.244578576481,-47.55,-37.152527,2,"Haemoproteus",1,9,1,1,1,1,"R"
"365","NYSMAC01",4,1,0,0,NA,0,-6.566667,-6.566667,0,-37.266667,-37.266667,1,"Haemoproteus",4,9,1,5,2,2,"R"
"366","NYSMAC03",3,1,0,0,0,0,-6.344364,-6.344364,0,-37.152527,-37.152527,1,"Haemoproteus",3,9,2,3,2,3,"R_PM"
"367","NYSMAC04",1,1,0,0,0,0,-6.6,-6.6,0,-40.116667,-40.116667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"368","P3477/478",1,6,5427.6848550026,2142635.11001904,4373.67085273512,2553.42270325684,-18.4526633,4.633333,2820.95449150525,-80.616667,-44.5356927,5,"Plasmodium",1,1,1,1,1,1,"R"
"369","PACMAR01",1,1,0,0,NA,0,-6.716667,-6.716667,0,-77.416667,-77.416667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"370","PACPEC02",6,1,0,0,0,0,-3.7,-3.7,0,-46.75,-46.75,1,"Haemoproteus",6,12,2,5,2,3,"R_M"
"371","PACPOL02",1,38,13933.55747888,11169572.0079177,4963.31494995513,3915.79254836665,-36.716667,-1.35,3492.55894093082,-79.78502,-34.9,21,"Plasmodium",1,1,1,1,1,1,"R"
"372","PACRUF01",1,17,6011.90687606706,3026288.49636799,2810.14956175267,2138.67821463167,-23.029538,-3.7,1877.25135070652,-59,-35.103905,9,"Plasmodium",1,1,1,1,1,1,"R"
"373","PADOM09",38,3,2729.922715086,20945.8275756296,2728.51731138369,1166.7360978179,-16.1,-5.5524107,1775.81806455721,-57.7,-35.103905,2,"Plasmodium",38,113,3,49,9,7,"R_PM_M"
"374","PADOM11",17,2,1358.52110895082,0,1358.52110895082,990.701352280824,-14.50911,-5.5524107,669.03029041582,-43.59298,-35.103905,2,"Plasmodium",17,50,2,24,5,4,"R_PM"
"375","PADOM17",3,2,4511.73832963087,0,4511.73832963087,1256.64535511139,-15.5954324,-4.23445,3091.19562757337,-79.173317,-39.5655673,2,"Plasmodium",3,4,3,4,3,2,"R_PM_M"
"376","PAMIT01",2,2,449.407121992518,0,449.407121992518,120.200740723209,-15.5954324,-14.50911,317.516050834505,-43.59298,-39.5655673,2,"Plasmodium",2,6,2,6,2,2,"R_PM"
"377","PAPOL01",2,6,2193.88633069941,549669.940626633,1751.9102823064,1110.90209251636,-15.5954324,-5.5524107,980.368488134385,-47.55,-35.103905,4,"Haemoproteus",2,9,2,9,2,2,"R_PM"
"378","PAPOL02",2,1,0,0,NA,0,-14.50911,-14.50911,0,-43.59298,-43.59298,1,"Haemoproteus",2,2,2,2,1,1,"R_PM"
"379","PAPOL03",6,1,0,0,0,0,-19.566667,-19.566667,0,-57.016667,-57.016667,1,"Haemoproteus",6,15,3,5,3,3,"R_PM_M"
"380","PAPOL07",1,1,0,0,0,0,-19.566667,-19.566667,0,-57.016667,-57.016667,1,"Haemoproteus",1,3,2,3,1,1,"R_PM"
"381","PARCAP01",1,1,0,0,0,0,-19.566667,-19.566667,0,-57.016667,-57.016667,1,"Plasmodium",1,1,1,1,1,1,"R"
"382","PARCAP02",1,1,0,0,0,0,-19.566667,-19.566667,0,-57.016667,-57.016667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"383","PARCAP03",1,1,0,0,0,0,-19.566667,-19.566667,0,-57.016667,-57.016667,1,"Plasmodium",1,1,1,1,1,1,"R"
"384","PARCAP05",1,1,0,0,0,0,-19.566667,-19.566667,0,-57.016667,-57.016667,1,"Plasmodium",1,1,1,1,1,1,"R"
"385","PARCAP06",1,1,0,0,0,0,-19.566667,-19.566667,0,-57.016667,-57.016667,1,"Plasmodium",1,1,1,1,1,1,"R"
"386","PARCAP08",1,1,0,0,0,0,-19.566667,-19.566667,0,-57.016667,-57.016667,1,"Plasmodium",1,1,1,1,1,1,"R"
"387","PARCAP09",1,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,1,1,1,1,1,"R"
"388","PARCON01",1,2,136.241945604569,0,136.241945604569,90.3025867354499,-1.483333,-0.666667,72.275906362075,-78.166667,-77.25,1,"Plasmodium",1,1,1,1,1,1,"R"
"389","PHAE01",1,2,48.7244277783639,0,48.7244277783639,42.3899565432992,-5.066667,-4.683333,17.0835021297505,-56.85,-56.633333,2,"Plasmodium",1,1,1,1,1,1,"R"
"390","PHAMAL01",2,1,0,0,NA,0,-0.083333,-0.083333,0,-78.133333,-78.133333,1,"Haemoproteus",2,5,1,4,1,1,"R"
"391","PHAMAL02",2,2,222.982003388426,0,222.982003388426,222.99253714966,-2.1,-0.083333,0,-78.133333,-78.133333,1,"Plasmodium",2,3,1,3,1,1,"R"
"392","PHASYR01",1,1,0,0,NA,0,-3.7,-3.7,0,-46.75,-46.75,1,"Haemoproteus",1,2,1,2,1,1,"R"
"393","PHASYR02",2,1,0,0,0,0,-0.583333,-0.583333,0,-64.916667,-64.916667,1,"Plasmodium",2,3,1,3,1,1,"R"
"394","PHIERY01",1,1,0,0,0,0,-5.1,-5.1,0,-56.433333,-56.433333,1,"Plasmodium",1,1,1,1,1,1,"R"
"395","PHIERY03",1,4,1908.55799716535,231709.363711686,1802.2253752294,337.043612189556,-4.998,-1.95,1274.00711403479,-62.935,-46.75,4,"Plasmodium",1,1,1,1,1,1,"R"
"396","PHLNIG02",1,1,0,0,NA,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,1,1,1,1,1,"R"
"397","PHLNIG03",4,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",4,8,1,4,1,1,"R"
"398","PHLNIG04",1,9,8205.18640557586,7789989.85529291,4322.61327218695,3040.662407665,-30.205564,-2.733333,3050.91509367166,-76.233333,-37.152527,9,"Haemoproteus",1,1,1,1,1,1,"R"
"399","PHLNIG06",1,1,0,0,NA,0,-6.583333,-6.583333,0,-77.55,-77.55,1,"Haemoproteus",1,1,1,1,1,1,"R"
"400","PHPAT01",9,1,0,0,0,0,-3.7,-3.7,0,-46.75,-46.75,1,"Plasmodium",9,25,3,14,6,5,"R_PM_M"
"401","PIACAY01",1,1,0,0,0,0,-13.8,-13.8,0,-59.683333,-59.683333,1,"Haemoproteus",1,1,1,1,1,1,"R"
"402","PICFLA01",1,2,709.330689410429,0,709.330689410429,72.2482411908702,-5.72,-5.066667,501.888576629636,-63.217,-56.85,2,"Plasmodium",1,1,1,1,1,1,"R"
"403","PIPCHL01",1,1,0,0,NA,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,1,1,1,1,1,"R"
"404","PIPFAS02",2,1,0,0,0,0,-9.1,-9.1,0,-64.466667,-64.466667,1,"Plasmodium",2,3,1,3,1,1,"R"
"405","PIPFAS03",1,1,0,0,0,0,-15.166667,-15.166667,0,-45.733333,-45.733333,1,"Plasmodium",1,1,1,1,1,1,"R"
"406","PIPFAS04",1,1,0,0,0,0,-15.166667,-15.166667,0,-45.733333,-45.733333,1,"Plasmodium",1,1,1,1,1,1,"R"
"407","PIRFLA04",1,1,0,0,0,0,-15.166667,-15.166667,0,-45.733333,-45.733333,1,"Haemoproteus",1,1,1,1,1,1,"R"
"408","PIRFLA05",1,1,0,0,0,0,-18.4526633,-18.4526633,0,-44.5356927,-44.5356927,1,"Haemoproteus",1,2,1,1,1,1,"R"
"409","PIRFLA06",1,3,157.15010733502,741.287550243141,155.659072249141,28.3471473478156,-15.61953,-15.3633507,112.772533315993,-56.757767,-55.327475,1,"Haemoproteus",1,1,1,1,1,1,"R"
"410","PISUL01",1,1,0,0,NA,0,-14.50911,-14.50911,0,-43.59298,-43.59298,1,"Haemoproteus",1,1,1,1,1,1,"R"
"411","Plasmodiumjuxtanucleare",3,1,0,0,0,0,10.75,10.75,0,-73.666667,-73.666667,1,"Plasmodium",3,8,2,7,2,1,"R_PM"
"412","Plasmodiumnucleophilum",1,1,0,0,0,0,-5.5524107,-5.5524107,0,-35.103905,-35.103905,1,"Plasmodium",1,4,1,4,1,1,"R"
"413","POMFER01",1,1,0,0,0,0,-15.5211053,-15.5211053,0,-47.552045,-47.552045,1,"Plasmodium",1,1,1,1,1,1,"R"
"414","POPLU01",1,2,20.8572360974778,0,20.8572360974778,14.7453003064312,-6.716667,-6.583333,10.5128838774862,-77.55,-77.416667,1,"Plasmodium",1,1,1,1,1,1,"R"
"415","PRAIRIECH",1,1,0,0,NA,0,-3.7,-3.7,0,-46.75,-46.75,1,"Plasmodium",1,1,1,1,1,1,"R"
"416","PREGUT01",2,1,0,0,0,0,-3.7,-3.7,0,-46.75,-46.75,1,"Plasmodium",2,4,1,2,1,1,"R"
"417","PSABIF01",1,1,0,0,0,0,-21.1658279,-21.1658279,0,-47.45862,-47.45862,1,"Plasmodium",1,1,1,1,1,1,"R"
"418","PSABIF02",1,1,0,0,0,0,-6.716667,-6.716667,0,-77.416667,-77.416667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"419","PsDIS01",1,1,0,0,0,0,-0.583333,-0.583333,0,-64.916667,-64.916667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"420","PSEGRI01",1,1,0,0,0,0,-9.916667,-9.916667,0,-76.233333,-76.233333,1,"Plasmodium",1,1,1,1,1,1,"R"
"421","PSOOCH01",1,4,648.251920963051,31717.188537824,608.512408064811,442.186105325068,-19.5907472,-15.5954324,310.576851686537,-43.5049448,-39.5655673,2,"Plasmodium",1,2,1,1,1,1,"R"
"422","PYERY01",1,1,0,0,NA,0,-19.5907472,-19.5907472,0,-43.5049448,-43.5049448,1,"Haemoproteus",1,1,1,1,1,1,"R"
"423","PYLEU01",4,1,0,0,0,0,-15.5954324,-15.5954324,0,-39.5655673,-39.5655673,1,"Plasmodium",4,14,1,2,2,1,"R"
"424","PYLEU02",1,1,0,0,0,0,-3.7,-3.7,0,-46.75,-46.75,1,"Plasmodium",1,1,1,1,1,1,"R"
"425","PYLEU04",1,1,0,0,0,0,-3.7,-3.7,0,-46.75,-46.75,1,"Plasmodium",1,1,1,1,1,1,"R"
"426","PYRLEP01",1,1,0,0,0,0,-3.7,-3.7,0,-46.75,-46.75,1,"Plasmodium",1,1,1,1,1,1,"R"
"427","PYRLEP02",1,1,0,0,0,0,-13.84,-13.84,0,-39.241,-39.241,1,"Plasmodium",1,1,1,1,1,1,"R"
"428","PYRLEU03",1,2,1310.46500163385,0,1310.46500163385,1307.52001570075,-15.5211053,-3.7,63.2384516875825,-47.552045,-46.75,2,"Plasmodium",1,1,1,1,1,1,"R"
"429","PYRLEU04",1,1,0,0,NA,0,-5.066667,-5.066667,0,-56.85,-56.85,1,"Plasmodium",1,1,1,1,1,1,"R"
"430","RAMCAR01",2,1,0,0,0,0,-5.72,-5.72,0,-63.217,-63.217,1,"Plasmodium",2,3,2,3,2,2,"R_PM"
"431","RAMCAR02",1,1,0,0,0,0,-5.72,-5.72,0,-63.217,-63.217,1,"Plasmodium",1,1,1,1,1,1,"R"
"432","RAMCAR03",1,2,358.927529817849,0,358.927529817849,357.526161187599,-2.883333,0.35,22.3399777930928,-79.716667,-79.433333,2,"Plasmodium",1,1,1,1,1,1,"R"
"433","RAMCAR05",1,1,0,0,NA,0,-12.216667,-12.216667,0,-60.733333,-60.733333,1,"Plasmodium",1,1,1,1,1,1,"R"
"434","RECOB4",2,1,0,0,0,0,-15.533333,-15.533333,0,-47.55,-47.55,1,"Plasmodium",2,2,1,1,1,1,"R"
"435","RHYSIM01",1,1,0,0,0,0,-5.916667,-5.916667,0,-35.166667,-35.166667,1,"Plasmodium",1,1,1,1,1,1,"R"
"436","SALATR01",1,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,2,1,1,1,1,"R"
"437","SCHRUF01",1,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,1,1,1,1,1,"R"
"438","SCHTUR01",1,1,0,0,0,0,-5.216667,-5.216667,0,-56.916667,-56.916667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"439","SCHTUR02",1,1,0,0,0,0,-1.95,-1.95,0,-51.6,-51.6,1,"Plasmodium",1,1,1,1,1,1,"R"
"440","SCLCAU01",1,1,0,0,0,0,-9.916667,-9.916667,0,-76.233333,-76.233333,1,"Haemoproteus",1,1,1,1,1,1,"R"
"441","SCLCAU02",1,1,0,0,0,0,-30.205564,-30.205564,0,-57.495736,-57.495736,1,"Plasmodium",1,1,1,1,1,1,"R"
"442","SERCIN01",1,2,265.52774517677,0,265.52774517677,252.571507129163,-12.2,-9.916667,59.1349152219885,-76.983333,-76.233333,2,"Haemoproteus",1,1,1,1,1,1,"R"
"443","SERSUB01",1,1,0,0,NA,0,-6.344364,-6.344364,0,-37.152527,-37.152527,1,"Plasmodium",1,1,1,1,1,1,"R"
"444","SGS1",2,4,1561.68414978981,262683.32871535,1358.54106105,990.701352280824,-14.50911,-5.5524107,669.03029041582,-43.59298,-35.103905,3,"Plasmodium",2,8,1,8,1,1,"R"
"445","SocH2",1,1,0,0,NA,0,-5.5524107,-5.5524107,0,-35.103905,-35.103905,1,"Haemoproteus",1,5,1,3,1,1,"R"
"446","SocH3",4,2,1891.94576438382,0,1891.94576438382,1315.02280088842,-13.84,-1.95,973.521503204416,-51.6,-39.241,2,"Haemoproteus",4,77,2,8,3,2,"R_PM"
"447","SocH4",1,1,0,0,NA,0,-12.90198,-12.90198,0,-39.841985,-39.841985,1,"Haemoproteus",1,1,1,1,1,1,"R"
"448","SPMAG04",2,4,3990.20389022683,73256.3759463406,3989.90180826583,2346.12792262807,-26.3,-5.1,2378.83948765653,-79.233333,-48.883333,2,"Plasmodium",2,2,1,2,2,2,"R"
"449","SPMAG06",1,2,1661.99224487849,0,1661.99224487849,20.4949635505782,-0.633333,-0.447983,1175.47511312464,-91.079517,-76.15,2,"Plasmodium",1,1,1,1,1,1,"R"
"450","SPMAG08",4,1,0,0,NA,0,-15.166667,-15.166667,0,-45.733333,-45.733333,1,"Plasmodium",4,4,1,4,2,2,"R"
"451","SPMEN03",2,1,0,0,0,0,-23.029538,-23.029538,0,-47.815246,-47.815246,1,"Plasmodium",2,2,1,2,1,1,"R"
"452","SPOPLU01",1,1,0,0,0,0,-15.533333,-15.533333,0,-47.55,-47.55,1,"Haemoproteus",1,1,1,1,1,1,"R"
"453","STTA17H",1,2,1.35731347824342,0,1.35731347824342,1.35308512453026,-15.533333,-15.5211053,0.161241776999126,-47.552045,-47.55,1,"Haemoproteus",1,1,1,1,1,1,"R"
"454","SUISUI01",1,1,0,0,NA,0,-15.533333,-15.533333,0,-47.55,-47.55,1,"Haemoproteus",1,7,2,2,1,1,"R_PM"
"455","SUISUI02",2,1,0,0,0,0,-16.2559998,-16.2559998,0,-41.011001,-41.011001,1,"Haemoproteus",2,7,2,3,1,1,"R_PM"
"456","SUISUI03",1,1,0,0,0,0,-36.716667,-36.716667,0,-64.283333,-64.283333,1,"Haemoproteus",1,2,1,1,1,1,"R"
"457","SYCIN01",1,4,2425.73205120159,377249.483313902,2049.82151365656,453.366074768702,-4.683333,-0.583333,1429.37090823866,-64.916667,-46.75,3,"Haemoproteus",1,1,1,1,1,1,"R"
"458","SYNALB01",1,1,0,0,NA,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Haemoproteus",1,1,1,1,1,1,"R"
"459","TACCRI01",4,1,0,0,0,0,-13.8,-13.8,0,-59.683333,-59.683333,1,"Haemoproteus",4,4,1,3,1,1,"R"
"460","TACCRI02",1,9,4159.13395020764,2062943.10657435,2369.61625928355,1292.16797847564,-13.8,-2.116667,1446.34490032667,-77.733333,-59.35,7,"Plasmodium",1,1,1,1,1,1,"R"
"461","TACPHO01",1,1,0,0,NA,0,-5.916667,-5.916667,0,-35.166667,-35.166667,1,"Plasmodium",1,2,2,2,1,1,"R_PM"
"462","TACRUB01",9,1,0,0,0,0,-5.916667,-5.916667,0,-35.166667,-35.166667,1,"Plasmodium",9,19,1,5,2,3,"R"
"463","TACRUB02",1,1,0,0,0,0,-27.098611,-27.098611,0,-48.8925,-48.8925,1,"Haemoproteus",1,3,1,1,1,1,"R"
"464","TACRUB03",1,1,0,0,0,0,-12.90198,-12.90198,0,-39.841985,-39.841985,1,"Haemoproteus",1,1,1,1,1,1,"R"
"465","TACRUB04",1,1,0,0,0,0,-18.4526633,-18.4526633,0,-44.5356927,-44.5356927,1,"Plasmodium",1,1,1,1,1,1,"R"
"466","TACRUF01",1,1,0,0,0,0,-15.533333,-15.533333,0,-47.55,-47.55,1,"Plasmodium",1,1,1,1,1,1,"R"
"467","TAFUF01",1,1,0,0,0,0,-6.716667,-6.716667,0,-77.416667,-77.416667,1,"Plasmodium",1,1,1,1,1,1,"R"
"468","TANCAY01",1,1,0,0,0,0,-6.716667,-6.716667,0,-77.416667,-77.416667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"469","TANCHI01",1,1,0,0,0,0,-6.716667,-6.716667,0,-77.416667,-77.416667,1,"Haemoproteus",1,5,1,3,1,1,"R"
"470","TANCHI02",1,1,0,0,0,0,-6.716667,-6.716667,0,-77.416667,-77.416667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"471","TANCYA01",1,4,1465.27056840652,95230.3053309432,1420.40548367053,1387.91008761898,-12.2,0.35,274.628709368382,-79.716667,-76.233333,3,"Haemoproteus",1,6,1,4,1,1,"R"
"472","TANCYA02",1,7,1577.69685137407,254788.883676912,1298.76006706875,1249.53321696886,-6.583333,4.716667,405.992829478501,-79.233333,-74.083333,4,"Haemoproteus",1,1,1,1,1,1,"R"
"473","TANICT01",4,1,0,0,NA,0,-6.583333,-6.583333,0,-77.55,-77.55,1,"Haemoproteus",4,6,1,6,1,2,"R"
