"","Lineage_Name","NObs","NLocs","MST","CH","GCD","LatRg","MinLat","MaxLat","LongRg","MinLong","MaxLong","CellCount","parasiteGenus","n_sites","n_bird_individuals","n_status","riqueza","n_biomas","n_regioes","Host_Status"
"1","29092",1,1,0,0,0,0,-0.6,-0.6,0,-77.883333,-77.883333,1,"Plasmodium",1,1,1,1,1,1,"R"
"2","ABUCUJ01",1,1,0,0,0,0,-6.716667,-6.716667,0,-77.416667,-77.416667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"3","ADEMEL01",1,1,0,0,0,0,-6.716667,-6.716667,0,-77.416667,-77.416667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"4","AFR025",1,3,66.8931920225239,42.0963043532517,66.8320657007796,58.9774353447936,-5.216667,-4.683333,22.3399777930928,-56.916667,-56.633333,2,"Haemoproteus",1,1,1,1,1,1,"R"
"5","AFR028",1,1,0,0,NA,0,-30.205564,-30.205564,0,-57.495736,-57.495736,1,"Plasmodium",1,1,1,1,1,1,"R"
"6","AFR122",3,1,0,0,0,0,-30.205564,-30.205564,0,-57.495736,-57.495736,1,"Haemoproteus",3,3,1,3,1,1,"R"
"7","AGEBAD02",1,1,0,0,0,0,-16.25,-16.25,0,-56.366667,-56.366667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"8","ALEDIA01",1,1,0,0,0,0,-16.5630651,-16.5630651,0,-45.5308804,-45.5308804,1,"Plasmodium",1,1,1,1,1,1,"R"
"9","AMABRA01",1,1,0,0,-Inf,0,-6.583333,-6.583333,0,-77.55,-77.55,1,"Plasmodium",1,1,1,1,1,1,"R"
"10","ANGAL01",1,1,0,0,NA,0,4.683333,4.683333,0,-73.833333,-73.833333,1,"Plasmodium",1,1,1,1,1,1,"R"
"11","ANIFLA01",2,1,0,0,0,0,4.7,4.7,0,-75.483333,-75.483333,1,"Haemoproteus",2,7,1,2,1,1,"R"
"12","ANIGN01",1,1,0,0,0,0,-3.7,-3.7,0,-46.75,-46.75,1,"Haemoproteus",1,1,1,1,1,1,"R"
"13","ANSOM01",1,1,0,0,0,0,4.7,4.7,0,-75.483333,-75.483333,1,"Haemoproteus",1,1,1,1,1,1,"R"
"14","ARAJAN01",1,3,2106.48532645702,214061.751060691,1964.50758704849,1916.79193127615,-6.583333,10.75,438.827645934111,-79.233333,-73.666667,2,"Plasmodium",1,1,1,1,1,1,"R"
"15","ARBRU01",1,5,4503.10880899305,2405216.78808289,3049.15455144774,3045.37384674072,-29.466667,-1.95,1145.67578104146,-64.716667,-50.166667,4,"Haemoproteus",1,1,1,1,1,1,"R"
"16","ARBRU02",3,1,0,0,NA,0,-9.316667,-9.316667,0,-64.716667,-64.716667,1,"Haemoproteus",3,4,1,2,1,2,"R"
"17","ARRTAC01",5,1,0,0,0,0,-1.95,-1.95,0,-51.6,-51.6,1,"Plasmodium",5,6,2,4,2,2,"R_M"
"18","ARRTAC02",1,1,0,0,0,0,-5.1,-5.1,0,-79.233333,-79.233333,1,"Plasmodium",1,1,1,1,1,1,"R"
"19","ARRTAC05",1,1,0,0,0,0,10.75,10.75,0,-73.666667,-73.666667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"20","ATLBRU01",1,1,0,0,0,0,4.683333,4.683333,0,-73.833333,-73.833333,1,"Haemoproteus",1,1,1,1,1,1,"R"
"21","ATMEL01",1,1,0,0,0,0,-3.7,-3.7,0,-46.75,-46.75,1,"Haemoproteus",1,1,1,1,1,1,"R"
"22","ATPAL02",1,1,0,0,0,0,-0.583333,-0.583333,0,-64.916667,-64.916667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"23","ATTCIN01",1,1,0,0,0,0,-0.583333,-0.583333,0,-64.916667,-64.916667,1,"Plasmodium",1,1,1,1,1,1,"R"
"24","AUTINF01",1,1,0,0,0,0,-0.583333,-0.583333,0,-64.916667,-64.916667,1,"Plasmodium",1,1,1,1,1,1,"R"
"25","AUTINF02",1,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,1,1,1,1,1,"R"
"26","AUTINF03",1,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,1,1,1,1,1,"R"
"27","AUTOCH01",1,1,0,0,0,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Haemoproteus",1,1,1,1,1,1,"R"
"28","AUTOCH02",1,7,3487.0562752912,1466781.62140176,2079.71943799263,1755.26507099931,-19.566667,-3.7,1296.1284156813,-63.217,-46.75,5,"Plasmodium",1,1,1,1,1,1,"R"
"29","AUTOCH03",1,1,0,0,NA,0,-5.216667,-5.216667,0,-56.916667,-56.916667,1,"Plasmodium",1,1,1,1,1,1,"R"
"30","AUTPAR01",7,8,2515.49294270004,714727.637796906,2092.62714425669,2074.69480523879,-14.06,4.7,556.810700013526,-79.233333,-72.169166,3,"Plasmodium",7,14,1,12,2,2,"R"
"31","AUTRUF01",1,2,453.888706645942,0,453.888706645942,369.08907972579,-19.5907472,-16.2559998,196.631813169808,-43.5049448,-41.011001,1,"Haemoproteus",1,1,1,1,1,1,"R"
"32","BAEBIC02",10,4,3520.6956574114,801903.013431877,3392.60458023935,2641.34884915105,-30.205564,-6.344364,1599.76160360552,-57.495736,-37.152527,4,"Plasmodium",11,22,2,10,1,2,"R_M"
"33","BAFLA01",2,11,3639.34421262821,1341448.69990327,2474.41858067023,1539.9908715051,-19.4724319,-5.5524107,1590.40301539803,-55.327475,-35.103905,6,"Plasmodium",2,4,1,2,2,1,"R"
"34","BAFLA02",4,10,3752.44277058572,1448715.00240163,2513.73181109004,1427.11100634205,-18.4526633,-5.5524107,1632.57345955239,-55.866667,-35.103905,7,"Haemoproteus",4,6,2,3,3,3,"R_PM"
"35","BAFLA03",11,1,0,0,NA,0,-16.5630651,-16.5630651,0,-45.5308804,-45.5308804,1,"Plasmodium",11,45,3,20,3,3,"R_PM_M"
"36","BAFLA04",10,4,787.423787716977,86550.0531639172,456.514542197761,436.409654210947,-18.4526633,-14.50911,312.128687663786,-47.552045,-43.59298,3,"Plasmodium",10,33,1,17,3,3,"R"
"37","BAFLA05",1,2,317.786092910228,0,317.786092910228,311.45350456215,-2.883333,-0.066667,44.6797296050078,-79.433333,-78.866667,1,"Plasmodium",1,1,1,1,1,1,"R"
"38","BAHYP01",4,1,0,0,NA,0,-6.583333,-6.583333,0,-77.55,-77.55,1,"Plasmodium",4,7,1,5,1,2,"R"
"39","BASFUL01",2,1,0,0,0,0,-15.3846493,-15.3846493,0,-56.757767,-56.757767,1,"Plasmodium",2,2,1,2,1,1,"R"
"40","BASTRI01",1,1,0,0,0,0,-6.716667,-6.716667,0,-77.416667,-77.416667,1,"Plasmodium",1,1,1,1,1,1,"R"
"41","BO6",1,1,0,0,0,0,-2.883333,-2.883333,0,-79.433333,-79.433333,1,"Haemoproteus",1,1,1,1,1,1,"R"
"42","BUL07",1,1,0,0,0,0,-5.5524107,-5.5524107,0,-35.103905,-35.103905,1,"Plasmodium",1,1,1,1,1,1,"R"
"43","CAINO01",1,1,0,0,0,0,-3.7,-3.7,0,-46.75,-46.75,1,"Leucocytozoon",1,1,1,1,1,1,"R"
"44","CALON01",1,2,90.0968958624179,0,90.0968958624179,62.6631745781146,-5.066667,-4.5,45.9938615328579,-56.85,-56.266667,2,"Plasmodium",1,2,2,2,1,1,"R_PM"
"45","CAMRUB01",1,1,0,0,NA,0,-4.5,-4.5,0,-56.266667,-56.266667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"46","CANLEU01",2,1,0,0,0,0,-4.5,-4.5,0,-56.266667,-56.266667,1,"Plasmodium",2,3,1,2,1,1,"R"
"47","CANLEU02",1,1,0,0,0,0,-4.5,-4.5,0,-56.266667,-56.266667,1,"Plasmodium",1,1,1,1,1,1,"R"
"48","CANLEU03",1,4,556.619076674644,18018.1217837416,543.862895789799,489.630042817463,-19.5907472,-15.166667,175.695819616139,-45.733333,-43.5049448,2,"Haemoproteus",1,1,1,1,1,1,"R"
"49","CANLEU04",1,2,616.374849647866,0,616.374849647866,316.208914017295,-18.4526633,-15.5954324,391.817204775924,-44.5356927,-39.5655673,2,"Haemoproteus",1,1,1,1,1,1,"R"
"50","CAOBS01",4,3,2741.26522028167,745543.228053113,2465.33118319391,2433.58960052186,-17.32,4.683333,575.570864772385,-77.55,-70.247667,3,"Plasmodium",4,7,1,3,2,1,"R"
"51","CARUF01",2,3,269.153806111957,160.622811983715,269.112813760767,178.780921891542,-6.716667,-5.1,143.235364377758,-79.233333,-77.416667,1,"Haemoproteus",2,6,2,2,1,1,"R_PM"
"52","CATUST05",4,1,0,0,NA,0,-3.7,-3.7,0,-46.75,-46.75,1,"Plasmodium",4,7,2,5,2,2,"R_M"
"53","CATUST06",3,2,1469.32422289229,0,1469.32422289229,278.331088560162,-9.1,-6.583333,1030.45622454568,-77.55,-64.466667,2,"Plasmodium",3,5,1,4,1,1,"R"
"54","CERCIN01",1,1,0,0,NA,0,-9.1,-9.1,0,-64.466667,-64.466667,1,"Plasmodium",1,1,1,1,1,1,"R"
"55","CERCIN02",2,1,0,0,0,0,-9.1,-9.1,0,-64.466667,-64.466667,1,"Plasmodium",2,2,1,2,2,2,"R"
"56","CERCIN03",1,2,535.560836012619,0,535.560836012619,488.162639354764,-4.998,-0.583333,156.244277010355,-64.916667,-62.935,1,"Plasmodium",1,1,1,1,1,1,"R"
"57","CERCIN04",1,1,0,0,NA,0,-9.316667,-9.316667,0,-64.716667,-64.716667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"58","CERERY01",2,1,0,0,0,0,-4.998,-4.998,0,-62.935,-62.935,1,"Plasmodium",2,2,1,2,1,1,"R"
"59","CERRUB01",1,1,0,0,0,0,10.691167,10.691167,0,-67.616667,-67.616667,1,"Plasmodium",1,1,1,1,1,1,"R"
"60","CERSER01",1,1,0,0,0,0,-29.466667,-29.466667,0,-50.166667,-50.166667,1,"Plasmodium",1,1,1,1,1,1,"R"
"61","CHACAM01",1,1,0,0,0,0,-16.2559998,-16.2559998,0,-41.011001,-41.011001,1,"Plasmodium",1,1,1,1,1,1,"R"
"62","CHACAM03",1,1,0,0,0,0,-9.316667,-9.316667,0,-64.716667,-64.716667,1,"Plasmodium",1,1,1,1,1,1,"R"
"63","CHCAM01",1,1,0,0,0,0,-16.25,-16.25,0,-56.366667,-56.366667,1,"Plasmodium",1,1,1,1,1,1,"R"
"64","CHLAEN01",1,1,0,0,0,0,-0.4,-0.4,0,-64.8,-64.8,1,"Plasmodium",1,1,1,1,1,1,"R"
"65","CHLAME01",1,2,2470.58541865718,0,2470.58541865718,2278.94246865658,-9.916667,10.691167,679.076403025138,-76.233333,-67.616667,2,"Haemoproteus",1,1,1,1,1,1,"R"
"66","CHLIND01",1,1,0,0,NA,0,-6.583333,-6.583333,0,-77.55,-77.55,1,"Haemoproteus",1,1,1,1,1,1,"R"
"67","CHLOP01",2,1,0,0,0,0,-6.716667,-6.716667,0,-77.416667,-77.416667,1,"Haemoproteus",2,2,1,2,2,2,"R"
"68","CHLOPH01",1,1,0,0,0,0,-6.716667,-6.716667,0,-77.416667,-77.416667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"69","CHLSPI01",1,1,0,0,0,0,-13.8,-13.8,0,-59.683333,-59.683333,1,"Plasmodium",1,1,1,1,1,1,"R"
"70","CHLSPI02",1,1,0,0,0,0,-6.583333,-6.583333,0,-77.55,-77.55,1,"Haemoproteus",1,1,1,1,1,1,"R"
"71","CLAPRE01",1,1,0,0,0,0,4.616667,4.616667,0,-73.716667,-73.716667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"72","COECOE01",1,1,0,0,0,0,-19.566667,-19.566667,0,-57.016667,-57.016667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"73","COHEL01",1,2,72.454840348207,0,72.454840348207,13.0973303984932,-19.5907472,-19.4724319,53.5389574627446,-43.5049448,-42.825918,1,"Leucocytozoon",1,1,1,1,1,1,"R"
"74","COLBUC01",1,5,1065.79579915916,141352.555471068,667.376017731808,568.815334904211,-19.5907472,-14.4510092,271.400053937854,-43.5630135,-40.1206373,2,"Haemoproteus",1,1,1,1,1,1,"R"
"75","COLIN01",2,1,0,0,NA,0,-19.5907472,-19.5907472,0,-43.5049448,-43.5049448,1,"Plasmodium",2,6,1,1,1,1,"R"
"76","COLIN05",5,1,0,0,0,0,-19.5907472,-19.5907472,0,-43.5049448,-43.5049448,1,"Plasmodium",5,18,1,7,3,1,"R"
"77","COLIN06",1,1,0,0,0,0,-19.5907472,-19.5907472,0,-43.5049448,-43.5049448,1,"Plasmodium",1,1,1,1,1,1,"R"
"78","COLIN07",1,1,0,0,0,0,-19.5907472,-19.5907472,0,-43.5049448,-43.5049448,1,"Plasmodium",1,1,1,1,1,1,"R"
"79","COLIN09",1,1,0,0,0,0,-19.5907472,-19.5907472,0,-43.5049448,-43.5049448,1,"Plasmodium",1,1,1,1,1,1,"R"
"80","COLIN11",1,2,453.88803492807,0,453.88803492807,369.08907972579,-19.5907472,-16.2559998,196.631813169808,-43.5049448,-41.011001,1,"Plasmodium",1,5,1,1,1,1,"R"
"81","COLIN15",1,1,0,0,NA,0,-23.651383,-23.651383,0,-46.619467,-46.619467,1,"Plasmodium",1,1,1,1,1,1,"R"
"82","COLIN16",2,1,0,0,0,0,-23.651383,-23.651383,0,-46.619467,-46.619467,1,"Plasmodium",2,4,1,2,2,1,"R"
"83","COLIV03",1,2,1088.64291733497,0,1088.64291733497,16.5976621955344,-15.316667,-15.166667,798.459938389694,-55.866667,-45.733333,2,"Haemoproteus",1,1,1,1,1,1,"R"
"84","COLIV06",1,3,2646.2685813294,808931.552700691,1627.64043415379,1544.75331986685,-15.316667,-1.35,757.798194433504,-56.366667,-46.75,3,"Haemoproteus",1,1,1,1,1,1,"R"
"85","COLL4",2,6,5357.90332093258,3241965.08275346,3083.52970988364,2099.89395124244,-19.566667,-0.583333,1969.1040252978,-64.916667,-39.841985,5,"Plasmodium",2,2,1,1,1,2,"R"
"86","COLPAS03",3,1,0,0,NA,0,-3.7,-3.7,0,-46.75,-46.75,1,"Haemoproteus",3,13,1,3,2,2,"R"
"87","COLPAS04",6,4,3696.79223701292,528065.245260786,3592.26219391171,2638.20125109338,-36.716667,-12.90198,1919.75843710311,-64.283333,-39.841985,4,"Haemoproteus",6,15,2,6,4,3,"R_PM"
"88","COLPAS06",1,3,3828.85027256675,4564.25562794367,3828.85015382674,2533.01515593267,-29.466667,-6.583333,2148.71118420568,-77.55,-50.166667,2,"Haemoproteus",1,1,1,1,1,1,"R"
"89","COLPIC01",4,1,0,0,NA,0,-6.716667,-6.716667,0,-77.416667,-77.416667,1,"Haemoproteus",4,5,2,2,4,4,"R_M"
"90","COLPLU01",3,1,0,0,0,0,-12.90198,-12.90198,0,-39.841985,-39.841985,1,"Haemoproteus",3,9,3,9,2,2,"R_PM_M"
"91","COLPLU02",1,1,0,0,0,0,-12.90198,-12.90198,0,-39.841985,-39.841985,1,"Haemoproteus",1,1,1,1,1,1,"R"
"92","COLSQU03",1,1,0,0,0,0,-12.90198,-12.90198,0,-39.841985,-39.841985,1,"Haemoproteus",1,2,1,1,1,1,"R"
"93","COLSQU04",1,1,0,0,0,0,-12.90198,-12.90198,0,-39.841985,-39.841985,1,"Haemoproteus",1,1,1,1,1,1,"R"
"94","COLSU04",1,1,0,0,0,0,-16.25,-16.25,0,-56.366667,-56.366667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"95","COLTAL01",1,2,551.267000967612,0,551.267000967612,429.088779135666,-19.4724319,-15.5954324,257.050989862506,-42.825918,-39.5655673,2,"Haemoproteus",1,1,1,1,1,1,"R"
"96","COLTAL02",1,1,0,0,NA,0,-1.95,-1.95,0,-51.6,-51.6,1,"Haemoproteus",1,1,1,1,1,1,"R"
"97","COMEL01",2,2,20.8451170358295,0,20.8451170358295,14.7453003064312,-6.716667,-6.583333,10.5128838774862,-77.55,-77.416667,1,"Plasmodium",2,2,1,1,2,1,"R"
"98","CONAUR01",1,2,1145.41431590522,0,1145.41431590522,903.122231280723,-14.50911,-6.344364,507.675587401579,-43.59298,-37.152527,2,"Plasmodium",1,1,1,1,1,1,"R"
"99","CONCAS01",2,4,1006.60236364321,111799.203350487,647.126627408696,348.419417058375,-17.657674,-14.50911,470.239789853452,-45.5308804,-39.5655673,4,"Plasmodium",2,2,1,2,1,1,"R"
"100","COPIC01",2,1,0,0,NA,0,-23.651383,-23.651383,0,-46.619467,-46.619467,1,"Haemoproteus",2,19,1,3,2,2,"R"
"101","COPIL01",4,1,0,0,0,0,-30.205564,-30.205564,0,-57.495736,-57.495736,1,"Plasmodium",4,8,1,5,1,1,"R"
"102","COQUI05",1,3,342.836849564531,3851.60910025758,329.097384884867,28.2703750804206,-6.6,-6.344364,233.700024758276,-40.116667,-37.152527,2,"Haemoproteus",1,1,1,1,1,1,"R"
"103","CORCUC01",1,1,0,0,NA,0,-6.566667,-6.566667,0,-37.266667,-37.266667,1,"Plasmodium",1,1,1,1,1,1,"R"
"104","CORPIL01",3,2,27.6499062499203,0,27.6499062499203,24.5841165351042,-6.566667,-6.344364,8.99957701353893,-37.266667,-37.152527,1,"Plasmodium",3,17,1,4,1,1,"R"
"105","CORPIL02",1,1,0,0,NA,0,-6.566667,-6.566667,0,-37.266667,-37.266667,1,"Plasmodium",1,2,1,1,1,1,"R"
"106","CORPIL03",2,1,0,0,0,0,-6.566667,-6.566667,0,-37.266667,-37.266667,1,"Haemoproteus",2,2,1,2,1,1,"R"
"107","CORPIL06",1,1,0,0,0,0,-6.566667,-6.566667,0,-37.266667,-37.266667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"108","CORPIL07",1,1,0,0,0,0,-6.566667,-6.566667,0,-37.266667,-37.266667,1,"Plasmodium",1,1,1,1,1,1,"R"
"109","CORPIL09",1,1,0,0,0,0,-6.566667,-6.566667,0,-37.266667,-37.266667,1,"Plasmodium",1,1,1,1,1,1,"R"
"110","CORPIL11",1,4,691.145234071212,54651.9803975023,454.861103703648,442.838143573694,-18.4526633,-14.4510092,161.352920746879,-45.5308804,-43.4844164,3,"Haemoproteus",1,1,1,1,1,1,"R"
"111","CORPIL14",1,1,0,0,NA,0,-14.50911,-14.50911,0,-43.59298,-43.59298,1,"Plasmodium",1,1,1,1,1,1,"R"
"112","COSQU01",4,1,0,0,0,0,-14.50911,-14.50911,0,-43.59298,-43.59298,1,"Haemoproteus",4,6,1,2,1,1,"R"
"113","COSQU02",1,1,0,0,0,0,-14.50911,-14.50911,0,-43.59298,-43.59298,1,"Haemoproteus",1,1,1,1,1,1,"R"
"114","COSQU03",1,4,1668.49354734754,274663.43108317,1358.52498228222,1110.90209251636,-15.5954324,-5.5524107,669.03029041582,-43.59298,-35.103905,3,"Haemoproteus",1,1,1,1,1,1,"R"
"115","COSQU04",1,1,0,0,NA,0,-5.5524107,-5.5524107,0,-35.103905,-35.103905,1,"Haemoproteus",1,1,1,1,1,1,"R"
"116","COTAL01",4,1,0,0,0,0,-4.5,-4.5,0,-56.266667,-56.266667,1,"Haemoproteus",4,10,2,6,2,2,"R_M"
"117","CPCT57",1,1,0,0,0,0,-16.25,-16.25,0,-56.366667,-56.366667,1,"Plasmodium",1,1,1,1,1,1,"R"
"118","CRAVUL01",1,1,0,0,0,0,-5.066667,-5.066667,0,-56.85,-56.85,1,"Plasmodium",1,1,1,1,1,1,"R"
"119","CRYUND01",1,1,0,0,0,0,-5.72,-5.72,0,-63.217,-63.217,1,"Plasmodium",1,1,1,1,1,1,"R"
"120","CYACYA01",1,1,0,0,0,0,-9.316667,-9.316667,0,-64.716667,-64.716667,1,"Haemoproteus",1,1,1,1,1,1,"R"
"121","CYACYA03",1,1,0,0,0,0,-15.166667,-15.166667,0,-45.733333,-45.733333,1,"Plasmodium",1,1,1,1,1,1,"R"
"122","CYACYA04",1,9,4570.94728900781,2073903.37780398,3083.54046872942,1362.3652006261,-12.90198,-0.583333,1969.1040252978,-64.916667,-39.841985,6,"Plasmodium",1,1,1,1,1,1,"R"
"123","CYCGUJ01",1,2,2350.43654540523,0,2350.43654540523,962.274228996499,-13.8,-5.1,1537.69761254748,-79.233333,-59.683333,2,"Plasmodium",1,1,1,1,1,1,"R"
"124","CYCYA01",9,1,0,0,NA,0,-15.533333,-15.533333,0,-47.55,-47.55,1,"Plasmodium",9,22,1,13,2,2,"R"
"125","CYCYAN01",2,2,199.252960108067,0,199.252960108067,40.5723755055898,-15.533333,-15.166667,143.235443219638,-47.55,-45.733333,1,"Haemoproteus",2,4,1,4,2,2,"R"
"126","CYPHIR01",1,1,0,0,NA,0,-15.166667,-15.166667,0,-45.733333,-45.733333,1,"Haemoproteus",1,1,1,1,1,1,"R"
"127","CYPHIR03",2,2,1135.45064154997,0,1135.45064154997,930.68970605928,-2.733333,5.683333,461.153763037544,-71.083333,-65.233333,2,"Haemoproteus",2,11,1,1,1,2,"R"
"128","CYPHIR04",1,1,0,0,NA,0,-5.216667,-5.216667,0,-56.916667,-56.916667,1,"Haemoproteus",1,2,1,1,1,1,"R"
"129","DENAUT01",2,4,2409.59541846156,533442.562145654,2057.25394482521,1211.24617340981,-12.90198,-1.95,1321.56675311722,-56.633333,-39.841985,3,"Haemoproteus",2,2,2,2,2,2,"R_M"
"130","DENCER01",1,2,48.7321078821847,0,48.7321078821847,42.3899565432992,-5.066667,-4.683333,17.0835021297505,-56.85,-56.633333,2,"Plasmodium",1,1,1,1,1,1,"R"
"131","DENCER02",4,1,0,0,NA,0,-1.35,-1.35,0,-56.366667,-56.366667,1,"Haemoproteus",4,12,1,8,2,2,"R"
"132","DENFUL01",2,2,85.754810964599,0,85.754810964599,79.8416316064087,-5.72,-4.998,22.2347962750813,-63.217,-62.935,2,"Haemoproteus",2,2,1,2,1,1,"R"
"133","DENFUL02",1,2,1629.43385065803,0,1629.43385065803,790.689779230625,-9.1,-1.95,1013.42775840875,-64.466667,-51.6,2,"Plasmodium",1,1,1,1,1,1,"R"
"134","DENMER01",2,26,10077.4431545956,6619922.01202783,3599.54068535496,3127.28035238576,-30.205564,-1.95,2361.75708580795,-65.233333,-35.103905,14,"Plasmodium",2,2,1,2,1,1,"R"
"135","DENMER02",2,2,2460.38252207321,0,2460.38252207321,2401.05665654734,-23.651383,-1.95,392.637424148398,-51.6,-46.619467,2,"Plasmodium",2,2,1,2,1,1,"R"
"136","DENPET03",26,1,0,0,NA,0,-23.651383,-23.651383,0,-46.619467,-46.619467,1,"Plasmodium",26,71,3,35,7,5,"R_PM_M"
"137","DENVID01",2,1,0,0,0,0,-13.84,-13.84,0,-39.241,-39.241,1,"Plasmodium",2,2,1,2,2,2,"R"
"138","DENVID02",1,3,3355.00717492225,1111639.02036288,2799.32343334841,1596.31450089293,-19.1130526,-4.683333,1873.91597912181,-64.466667,-40.613344,3,"Plasmodium",1,1,1,1,1,1,"R"
"139","DETPET03",1,1,0,0,NA,0,-4.683333,-4.683333,0,-56.633333,-56.633333,1,"Plasmodium",1,1,1,1,1,1,"R"
"140","DETUR01",3,3,1482.43019632981,145559.115545715,1327.72085383348,1256.90599492886,-6.683333,4.683333,425.694087322323,-79.233333,-73.833333,2,"Plasmodium",3,8,1,4,2,2,"R"
"141","DICCIN01",1,1,0,0,NA,0,-3,-3,0,-78.5,-78.5,1,"Plasmodium",1,1,1,1,1,1,"R"
"142","DIGCAE01",3,2,177.74628803464,0,177.74628803464,164.025578063747,-4.483333,-3,48.6221239151476,-79.116667,-78.5,1,"Haemoproteus",3,5,1,4,1,2,"R"
"143","DIGCYA01",1,2,190.30097398374,0,190.30097398374,33.1723107416328,0.35,0.65,132.723171455819,-79.716667,-78.033333,1,"Haemoproteus",1,3,1,1,1,1,"R"
"144","DIGCYA02",2,1,0,0,NA,0,-3,-3,0,-78.5,-78.5,1,"Plasmodium",2,2,1,1,1,1,"R"
