"","Lineage_Name","site","n_sites","n_bird_individuals","n_status.x","riqueza","n_biomas","n_regioes","parasiteGenus","n_status.y","Host_Status"
"787","MYCAME03","Macacoari",1,1,1,1,1,1,"Plasmodium",1,"M"
"788","MYCAME04","Fazenda_Ipiranga",1,1,1,1,1,1,"Plasmodium",1,"M"
"789","MYCAME05","Se_Cria",1,1,1,1,1,1,"Plasmodium",1,"M"
"790","MYCAME06","Bar<U+0323>o_de_Melga<U+0324>o",1,1,1,1,1,1,"Plasmodium",1,"M"
"791","MYCAME07","Ba<cc>?a_Bonita",1,1,1,1,1,1,"Plasmodium",1,"M"
"792","MYCAME08","Pan2",1,1,1,1,1,1,"Plasmodium",1,"M"
"793","MYCAN01","Caratinga",1,1,1,1,1,1,"Plasmodium",1,"R"
"794","MYIFER01","Rond2",1,1,1,1,1,1,"Plasmodium",1,"R"
"795","MYITYR01","Ina2",1,1,1,1,1,1,"Plasmodium",2,"R_PM"
"796","MYITYR01","Isla_Fernandina",1,1,1,1,1,1,"Plasmodium",2,"R_PM"
"797","MYITYR01","Isla_Isabela",1,1,1,1,1,1,"Plasmodium",2,"R_PM"
"798","MYMAC02","ESEC-Serra_Negra_do_Norte/RN",1,1,1,1,1,1,"Haemoproteus",1,"PM"
"799","MYMAC02","Mata_Seca",1,1,1,1,1,1,"Haemoproteus",1,"PM"
"800","MYMAC03","Mata_Seca",1,1,1,1,1,1,"Haemoproteus",1,"PM"
"801","MYRAXI01","Bra1",1,1,1,1,1,1,"Plasmodium",1,"R"
"802","MYRAXI01","Tap2",1,1,1,1,1,1,"Plasmodium",1,"R"
"803","MYRAXI02","Tap2",1,1,1,1,1,1,"Haemoproteus",1,"R"
"804","MYRAXI04","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"805","MYRAXI05","Ina2",1,1,1,1,1,1,"Plasmodium",1,"R"
"806","MYRAXI06","Ina2",1,1,1,1,1,1,"Plasmodium",1,"R"
"807","MYRAXI07","Ina2",1,1,1,1,1,1,"Plasmodium",1,"R"
"808","MYRAXI09","Bel1",1,1,1,1,1,1,"Plasmodium",1,"R"
"809","MYRAXI09","Ina3",1,1,1,1,1,1,"Plasmodium",1,"R"
"810","MYRAXI10","Xing1",1,1,1,1,1,1,"Plasmodium",1,"R"
"811","MYRFOR01","Ina1",1,1,1,1,1,1,"Plasmodium",1,"R"
"812","MYRFOR03","Ina1",1,1,1,1,1,1,"Plasmodium",1,"R"
"813","MYRHEM01","Rond3",1,1,1,1,1,1,"Plasmodium",1,"R"
"814","MYRHEM02","Hual5",1,1,1,1,1,1,"Plasmodium",1,"R"
"815","MYRHEM02","Joi1",1,1,1,1,1,1,"Plasmodium",1,"R"
"816","MYRLON01","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"817","MYRLON02","Ime1",1,1,1,1,1,1,"Plasmodium",1,"R"
"818","MYRLON02","Ina2",1,1,1,1,1,1,"Plasmodium",1,"R"
"819","MYRLON03","Ime1",1,1,1,1,1,1,"Plasmodium",1,"R"
"820","MYRLON04","Ina2",1,1,1,1,1,1,"Plasmodium",1,"R"
"821","MYRMAX01","Gui1",1,1,1,1,1,1,"Plasmodium",1,"R"
"822","MYRMAX01","Ina3",1,1,1,1,1,1,"Plasmodium",1,"R"
"823","MYRMAX01","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"824","MYRMAX01","Wisui",1,1,1,1,1,1,"Plasmodium",1,"R"
"825","MYRMEN02","Xing1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"826","MYRMYO01","Tap1",1,1,1,1,1,1,"Plasmodium",1,"R"
"827","MYRMYO02","Wisui",1,1,1,1,1,1,"Plasmodium",1,"R"
"828","MYRMYO04","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"829","MYRMYO05","Rond1",1,1,1,1,1,1,"Plasmodium",1,"R"
"830","MYRMYO07","Ina1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"831","MYRMYO08","Ina1",1,1,1,1,1,1,"Plasmodium",1,"R"
"832","MYRMYO09","Ina3",1,1,1,1,1,1,"Plasmodium",1,"R"
"833","MYRSCH01","Hual4",1,1,1,1,1,1,"Plasmodium",1,"R"
"834","MYSWA01","Brasilandia_de_Minas",1,1,1,1,1,1,"Plasmodium",2,"PM"
"835","NEOFAS02","Aeroporto_Viracopos",1,1,1,1,1,1,"Haemoproteus",1,"R"
"836","NEOFAS02","Bra1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"837","NEOFAS02","Cha1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"838","NEOFAS03","Gra1",1,1,1,1,1,1,"Haemoproteus",2,"PM"
"839","NEOFAS06","Bra1",1,1,1,1,1,1,"Plasmodium",1,"R"
"840","NEOFAS07","Gra1",1,1,1,1,1,1,"Plasmodium",1,"R"
"841","NEOFAS08","Gra1",1,1,1,1,1,1,"Plasmodium",1,"R"
"842","NEOFAS09","Cha1",1,1,1,1,1,1,"Plasmodium",1,"R"
"843","NEOFAS10","Gra1",1,1,1,1,1,1,"Plasmodium",1,"R"
"844","NEOFAS12","Gra1",1,1,1,1,1,1,"Plasmodium",1,"R"
"845","Nova","Chapada_dos_Guimaraes",1,1,1,1,1,1,"Haemoproteus",1,"R"
"846","NYSMAC01","Cha1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"847","NYSMAC01","Varzea_Grande",1,1,1,1,1,1,"Haemoproteus",1,"R"
"848","NYSMAC03","Gra1",1,1,1,1,1,1,"Haemoproteus",2,"R_PM"
"849","NYSMAC04","Ser1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"850","P1477/478","ESEC-Serra_Negra_do_Norte/RN",1,1,1,1,1,1,"Plasmodium",1,"PM"
"851","P3477/478","ESEC-Serra_Negra_do_Norte/RN",1,1,1,1,1,1,"Plasmodium",1,"R"
"852","PACMAR01","Aiu1",1,1,1,1,1,1,"Haemoproteus",1,"R"
"853","PACPEC02","Bellavista",1,1,1,1,1,1,"Haemoproteus",2,"R_M"
"854","PACPEC02","Bogota",1,1,1,1,1,1,"Haemoproteus",2,"R_M"
"855","PACPEC02","Loma_Alta",1,1,1,1,1,1,"Haemoproteus",2,"R_M"
"856","PACPEC02","Wisui",1,1,1,1,1,1,"Haemoproteus",2,"R_M"
"857","PACPOL02","Hual5",1,1,1,1,1,1,"Plasmodium",1,"R"
"858","PACRUF01","Bel1",1,1,1,1,1,1,"Plasmodium",1,"R"
"859","PACVAL01","Cha1",1,1,1,1,1,1,"Haemoproteus",1,"PM"
"860","PADOM09","Aeroporto_de_BSB",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"861","PADOM09","Bru1",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"862","PADOM09","Caceres",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"863","PADOM09","Campo_Grande",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"864","PADOM09","Caratinga",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"865","PADOM09","Ina3",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"866","PADOM09","Jau1",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"867","PADOM09","Nat1",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"868","PADOM09","Niteroi",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
"869","PADOM09","Olmos",1,1,1,1,1,1,"Plasmodium",3,"R_PM_M"
